"nrhus"	"nuvirdi"	"teg_eign"	"ibm2"	"matssvaedi"	"gaedi"
"15770"	15770	77090	"einbylishus"	179	"Kopavogur"	3.566
"15831"	15831	70054.4	"einbylishus"	153.9	"Gardabaer"	4.22
"16001"	16001	77577.5	"ibudareign"	105.1	"Kopavogur"	4.04
"16601"	16601	94061.5	"ibudareign"	149.7	"Kopavogur"	3.757
"16605"	16605	87025.9	"ibudareign"	218	"Kopavogur"	3.799
"16930"	16930	80243.8	"einbylishus"	227	"Hafnarfjordur"	3.553
"17114"	17114	76091.6	"ibudareign"	148.1	"Hafnarfjordur"	3.438
"17227"	17227	74527.7	"einbylishus"	158.6	"Hafnarfjordur"	3.846
"18276"	18276	62879.7	"ibudareign"	153.8	"Kopavogur"	3.976
"19265"	19265	60929.7	"Parhus"	160.3	"Kopavogur"	3.079
"19403"	19403	70090.8	"ibudareign"	163.7	"Gerdin"	4.18
