"1"	117
"2"	45.7
"3"	78.1
"4"	89.5
"5"	44.9
"6"	195.7
"7"	92.7
"8"	83.9
"9"	148.7
"10"	113.6
"11"	119.4
"12"	86.4
"13"	106.7
"14"	104.1
"15"	96.7
"16"	80.3
"17"	112
"18"	156.2
"19"	106
"20"	53.1
"21"	59.7
"22"	127.3
"23"	103.1
"24"	51.7
"25"	220.7
"26"	105.8
"27"	192.5
"28"	117.5
"29"	63.2
"30"	79.3
"31"	110.1
"32"	101.4
"33"	115.8
"34"	132.7
"35"	108.7
"36"	90.5
"37"	143.3
"38"	90
"39"	59.3
"40"	154.1
"41"	130.4
"42"	118.7
"43"	92.3
"44"	107.7
"45"	97.4
"46"	229.5
"47"	98.6
"48"	68.5
"49"	121.9
"50"	57.8
"51"	119.6
"52"	89.2
"53"	67.2
"54"	107.2
"55"	156
"56"	189.6
"57"	75.3
"58"	115.7
"59"	61
"60"	115.7
"61"	130.7
"62"	123.7
"63"	184.7
"64"	95.1
"65"	93.5
"66"	113.2
"67"	136.9
"68"	135
"69"	115.5
"70"	131.1
"71"	146.9
"72"	114.8
"73"	109
"74"	82.5
"75"	51.7
"76"	68.8
"77"	68.1
"78"	111
"79"	61.2
"80"	106.7
"81"	122.1
"82"	276.2
"83"	88.3
"84"	79.2
"85"	230.9
"86"	199.6
"87"	67
"88"	99.7
"89"	95.8
"90"	148.9
"91"	88
"92"	93.3
"93"	82.7
"94"	159.9
"95"	352.3
"96"	95.2
"97"	70.9
"98"	102.3
"99"	105.1
"100"	303.9
"101"	69.1
"102"	64.1
"103"	66.2
"104"	101.9
"105"	123.8
"106"	87.6
"107"	130.3
"108"	88.6
"109"	73
"110"	47.3
"111"	97.4
"112"	97.4
"113"	219.8
"114"	173.1
"115"	122.7
"116"	94.7
"117"	210.3
"118"	74.4
"119"	115.2
"120"	105.2
"121"	117.4
"122"	82.7
"123"	72
"124"	125.7
"125"	153.3
"126"	88.3
"127"	85.2
"128"	108.8
"129"	37.6
"130"	84.8
"131"	108.8
"132"	84.5
"133"	81.8
"134"	102.9
"135"	115
"136"	78.1
"137"	134.3
"138"	103.2
"139"	200.1
"140"	72.2
"141"	159.5
"142"	91.5
"143"	147.7
"144"	136.4
"145"	80.9
"146"	115.7
"147"	56.8
"148"	85.5
"149"	161.2
"150"	86.6
"151"	104.5
"152"	114.3
"153"	70.1
"154"	51.2
"155"	36.7
"156"	88.7
"157"	54.7
"158"	87.9
"159"	242.1
"160"	98.8
"161"	110.1
"162"	161.4
"163"	180.6
"164"	196.2
"165"	89.5
"166"	113
"167"	78.9
"168"	193.5
"169"	69.8
"170"	56.2
"171"	72
"172"	96.7
"173"	73.2
"174"	90.6
"175"	76.9
"176"	83.3
"177"	219.5
"178"	103.1
"179"	151.9
"180"	121.8
"181"	103.3
"182"	92.8
"183"	153.2
"184"	169.2
"185"	185.5
"186"	98
"187"	93.8
"188"	88.1
"189"	122.3
"190"	133.7
"191"	93.9
"192"	94.6
"193"	142.1
"194"	107
"195"	81.5
"196"	141.1
"197"	69.7
"198"	143.8
"199"	98.3
"200"	183.7
"201"	78.6
"202"	62.4
"203"	103.9
"204"	75.6
"205"	142.4
"206"	40.2
"207"	237.9
"208"	131.9
"209"	122.1
"210"	73.5
"211"	92.4
"212"	77.7
"213"	92.8
"214"	153.1
"215"	83.3
"216"	91.5
"217"	72.9
"218"	147.2
"219"	78.8
"220"	129.9
"221"	188.1
"222"	240.2
"223"	162.4
"224"	62.2
"225"	92.5
"226"	66.5
"227"	117.7
"228"	102.7
"229"	92.1
"230"	92.1
"231"	105.4
"232"	84.5
"233"	149.6
"234"	218.5
"235"	132.7
"236"	104.1
"237"	97.8
"238"	154.2
"239"	95.7
"240"	130.7
"241"	166.4
"242"	83
"243"	87
"244"	101.4
"245"	87
"246"	82.2
"247"	213.7
"248"	76.6
"249"	101.4
"250"	64.9
"251"	114
"252"	70.5
"253"	70.5
"254"	70.5
"255"	103.6
"256"	68.2
"257"	44.9
"258"	208.4
"259"	96.2
"260"	103.2
"261"	31.2
"262"	115.1
"263"	139
"264"	97.6
"265"	113.6
"266"	48.7
"267"	179.8
"268"	88.4
"269"	57.3
"270"	65.5
"271"	94.2
"272"	79.4
"273"	87.5
"274"	79.2
"275"	76.7
"276"	114
"277"	136.6
"278"	61.6
"279"	184.8
"280"	196.2
"281"	82.4
"282"	111
"283"	155
"284"	122
"285"	138.8
"286"	110.3
"287"	73.4
"288"	108.4
"289"	84.6
"290"	47.7
"291"	124.7
"292"	47.7
"293"	115.5
"294"	123.2
"295"	121.2
"296"	93.2
"297"	107.5
"298"	172.4
"299"	182.1
"300"	140.8
"301"	107.5
"302"	101.7
"303"	66.3
"304"	67.8
"305"	77.5
"306"	112.7
"307"	102.9
"308"	82.3
"309"	91.4
"310"	100.7
"311"	79.5
"312"	113.6
"313"	204.9
"314"	67.9
"315"	103.7
"316"	159.8
"317"	78.8
"318"	112.7
"319"	78.5
"320"	128.9
"321"	119.8
"322"	100
"323"	97.8
"324"	84.3
"325"	126.9
"326"	93.7
"327"	62.6
"328"	89.5
"329"	87.1
"330"	61.2
