"nrhus";"nuvirdi";"teg_eign";"ibm2";"matssvaedi";"gaedi"
16236;32419,4;"ibudareign";61,2;"Hafnarfjordur";3,454
16237;37358,1;"ibudareign";70,4;"Hafnarfjordur";3,992
16238;31812,3;"ibudareign";87,6;"Hafnarfjordur";3,422
16239;32453,2;"ibudareign";114,5;"Hafnarfjordur";2,742
16240;29872,7;"ibudareign";72,3;"Hafnarfjordur";3,483
16241;54416,7;"ibudareign";139,2;"Kopavogur";3,227
16242;33534,8;"ibudareign";84,1;"Hafnarfjordur";3,314
16243;55209,7;"radhus";168,4;"Arbaer";2,83
16244;38963,6;"Parhus";80,7;"Gerdin";3,831
16245;50638,9;"ibudareign";80,5;"Midbaer";3,621
16246;49372,7;"ibudareign";101,8;"Kopavogur";4,143
16247;48984;"ibudareign";102,7;"Hafnarfjordur";3,961
16248;38340,9;"ibudareign";85;"Grafarholt";3,964
16249;95111,9;"einbylishus";263,6;"Kopavogur";3,133
16250;70063,5;"ibudareign";129,3;"LaugarneshverfiVogar";4,286
16251;47814;"ibudareign";89,4;"Breidholt";3,3
16252;40138,8;"ibudareign";79,5;"LaugarneshverfiVogar";3,901
16253;44779,8;"ibudareign";85,6;"Midbaer";3,1
16254;29857,1;"ibudareign";90;"Kopavogur";3,111
16255;56273,1;"ibudareign";165,3;"Grafarvogur";2,916
16256;49216,7;"ibudareign";94,8;"LaugarneshverfiVogar";3,866
16257;58199,7;"ibudareign";94,5;"Kopavogur";3,609
16258;56284,8;"radhus";106,3;"Gardabaer";4,581
16259;81767,4;"ibudareign";129,9;"Hafnarfjordur";4,113
16260;53186,9;"einbylishus";138,1;"Kopavogur";3,58
16261;76810,5;"ibudareign";200,6;"Hlidar";2,927
16262;55790,8;"ibudareign";119,1;"Kopavogur";4,084
16263;38090;"ibudareign";89,5;"Kopavogur";3,539
16264;38363;"ibudareign";96,8;"Hafnarfjordur";3,761
16265;45360,9;"ibudareign";119;"Hafnarfjordur";3,275
16266;38764,7;"ibudareign";95,6;"Hafnarfjordur";3,713
16267;85663,5;"einbylishus";288,4;"Gardabaer";2,528
16268;67559,7;"radhus";199,8;"Hafnarfjordur";3,166
16269;47495,5;"ibudareign";144,3;"Hafnarfjordur";3,142
16270;50143,6;"ibudareign";102,9;"Kopavogur";4,11
16271;65000;"einbylishus";145;"Breidholt";2,971
16272;40695,2;"ibudareign";92,5;"Hafnarfjordur";3,802
16273;37553,1;"ibudareign";84,1;"Hafnarfjordur";3,578
16274;44369;"ibudareign";84,1;"Kopavogur";3,809
16275;73053,5;"ibudareign";124;"Kopavogur";3,762
16276;53016,6;"einbylishus";111;"Kopavogur";3,882
16277;39894,4;"ibudareign";74,1;"Hlidar";3,918
16278;44714,8;"ibudareign";112,8;"Hafnarfjordur";3,384
16279;46095,4;"ibudareign";77,5;"Gerdin";3,771
16280;34435,7;"ibudareign";71,2;"LaugarneshverfiVogar";4,33
16281;37050;"ibudareign";92,4;"Grafarvogur";3,579
16282;69225;"ibudareign";120,1;"Midbaer";3,256
16283;41563,6;"ibudareign";87;"Kopavogur";4,22
16284;54787,2;"Parhus";111,6;"Grafarvogur";3,83
16285;42885,7;"ibudareign";80,3;"Seltjarnanes";3,885
16286;32466,2;"ibudareign";82,7;"Breidholt";2,838
16287;70006,3;"radhus";142,9;"Gardabaer";4,767
16288;33113,6;"ibudareign";84;"Arbaer";3,532
16289;42200,6;"ibudareign";104;"Gardabaer";3,335
16290;41757,3;"ibudareign";98,3;"Grafarholt";3,994
16291;37050;"ibudareign";62,3;"Hlidar";3,723
16292;51646,4;"ibudareign";95;"Hafnarfjordur";3,889
16293;43166,5;"ibudareign";100;"Kopavogur";3,463
16294;35852,7;"ibudareign";90,4;"Breidholt";2,86
16295;48094,8;"ibudareign";96;"Kopavogur";4,146
16296;67568,8;"einbylishus";147,7;"Mosfellsbaer";4
16297;47416,2;"ibudareign";102,4;"Hlidar";3,914
16298;49393,5;"ibudareign";110,9;"Fossvogur";3,674
16299;42217,5;"ibudareign";81,5;"Midbaer";3,294
16300;35670,7;"ibudareign";53,1;"Vesturbaer";3,976
16301;43521,4;"ibudareign";88,9;"Kopavogur";4,13
16302;45626,1;"ibudareign";120,7;"Kopavogur";3,678
16303;46122,7;"ibudareign";119,1;"Grafarholt";3,841
16304;77753;"einbylishus";180,3;"Kopavogur";4,242
16305;90496,9;"einbylishus";241,3;"Kopavogur";3,134
16306;47755,5;"ibudareign";77,6;"Kopavogur";4,179
16307;52345,8;"ibudareign";119,7;"Kopavogur";3,631
16308;44149,3;"ibudareign";119,5;"Kopavogur";3,252
16309;66472,9;"ibudareign";152,5;"Grafarvogur";3,473
16310;39607,1;"ibudareign";80,5;"Hafnarfjordur";3,928
16311;38191,4;"ibudareign";118,3;"Hafnarfjordur";2,798
16312;27287;"ibudareign";61,3;"Arbaer";3,018
16313;42888,3;"ibudareign";89,2;"Kopavogur";4,271
16316;96054,4;"ibudareign";152;"Midbaer";3,932
16317;67509;"einbylishus";141,9;"Kopavogur";3,955
16318;37564,8;"ibudareign";85,8;"Seltjarnanes";3,683
16319;38873,9;"ibudareign";75,2;"Mosfellsbaer";4
16320;54341,3;"ibudareign";90;"Kopavogur";3,687
16321;79106,3;"ibudareign";152,5;"Hafnarfjordur";4,047
16322;56410,9;"ibudareign";116,4;"Hafnarfjordur";3,663
16323;33608,9;"ibudareign";96,5;"Arbaer";2,786
16324;45947,2;"ibudareign";93,3;"Grafarvogur";3,816
16325;62270;"radhus";197;"Breidholt";2,46
16326;35998,3;"ibudareign";73,6;"Kopavogur";3,703
16327;59049,9;"ibudareign";101,7;"LaugarneshverfiVogar";3,823
16328;56371,9;"ibudareign";131,9;"Kopavogur";4,176
16330;44634,2;"einbylishus";96,3;"Hafnarfjordur";3,52
16331;29719,3;"ibudareign";79,2;"Hafnarfjordur";3,352
16332;73811,4;"radhus";168,5;"Gerdin";4,096
16333;49362,3;"ibudareign";94,8;"Gerdin";3,563
16334;58068,4;"ibudareign";115,9;"Kopavogur";3,78
16335;53358,5;"radhus";105,5;"Gardabaer";4,646
16336;31141,5;"ibudareign";85,6;"Arbaer";3,103
16337;37100,7;"ibudareign";78,6;"Midbaer";2,949
16338;36394,8;"ibudareign";67,8;"Gardabaer";4,693
16339;36384,4;"ibudareign";79,4;"Grafarvogur";3,686
16340;47715,2;"ibudareign";97,9;"Grafarvogur";3,986
16341;33122,7;"ibudareign";96,8;"Arbaer";2,926
16342;55061,5;"ibudareign";114,4;"Hafnarfjordur";3,933
16343;59603,7;"radhus";161,7;"Hafnarfjordur";3,408
16344;28470;"ibudareign";65;"Hafnarfjordur";3,523
16345;35739,6;"ibudareign";83,3;"Grafarvogur";3,577
16346;56544,8;"ibudareign";164,9;"Hafnarfjordur";3,45
16347;46796,1;"ibudareign";121,6;"LaugarneshverfiVogar";3,476
16348;42480,1;"ibudareign";100;"Kopavogur";3,487
16349;36325,9;"ibudareign";67,6;"Arbaer";3,381
16350;55010,8;"ibudareign";125;"Gardabaer";4,292
16351;18696,6;"ibudareign";39,5;"Breidholt";3,088
16352;36121,8;"ibudareign";83,6;"Grafarvogur";4,225
16353;51834,9;"ibudareign";90;"Kopavogur";4,095
16354;57947,5;"ibudareign";123,8;"Kopavogur";3,975
16355;48100;"ibudareign";76,9;"Midbaer";3,816
16356;58111,3;"ibudareign";131,9;"Kopavogur";3,807
16357;44180,5;"ibudareign";109,3;"Kopavogur";3,344
16358;42101,8;"ibudareign";96,1;"LaugarneshverfiVogar";4,235
16361;42308,5;"ibudareign";84,9;"Gardabaer";4,162
16362;53184,3;"ibudareign";100,5;"Gerdin";3,971
16363;36114;"ibudareign";90,1;"Breidholt";2,853
16364;42166,8;"ibudareign";91,7;"Fossvogur";3,974
16365;49606,7;"ibudareign";85,9;"LaugarneshverfiVogar";4,308
16366;39596,7;"ibudareign";77;"LaugarneshverfiVogar";3,86
16367;41268,5;"ibudareign";80,5;"Hlidar";3,752
16369;43954,3;"ibudareign";103,8;"Grafarvogur";4,197
16370;80267,2;"ibudareign";160,5;"Hlidar";4,128
16371;82907,5;"radhus";136,6;"Fossvogur";4,375
16372;42763,5;"ibudareign";84,6;"Vesturbaer";4,175
16373;29887;"ibudareign";57,7;"LaugarneshverfiVogar";4,176
16374;48037,6;"ibudareign";86,2;"Fossvogur";4,689
16375;38350;"ibudareign";89,1;"Grafarvogur";3,837
16376;30020,9;"ibudareign";55;"Kopavogur";3,696
16377;17254,9;"ibudareign";34;"LaugarneshverfiVogar";3,847
16378;36891,4;"ibudareign";75,1;"Gerdin";3,704
16379;35852,7;"ibudareign";73;"Kopavogur";4,253
16380;35812,4;"ibudareign";84,2;"Mosfellsbaer";3,821
16381;40944,8;"ibudareign";77,2;"Midbaer";3,282
16382;44270,2;"radhus";86,4;"Gerdin";3,882
16383;60745,1;"ibudareign";128,1;"Kopavogur";4,217
16384;20403,5;"ibudareign";52,1;"Midbaer";2,709
16385;96457,4;"einbylishus";185,6;"Gerdin";3,974
16386;42794,7;"ibudareign";70,6;"Midbaer";4,304
16387;36925,2;"ibudareign";48,2;"Midbaer";3,592
16388;36619,7;"ibudareign";73,9;"Kopavogur";3,97
16389;50512,8;"ibudareign";90,2;"Fossvogur";4,235
16390;62570,3;"radhus";189,9;"Kopavogur";2,812
16391;21292,7;"ibudareign";61,6;"LaugarneshverfiVogar";3,03
16392;30349,8;"ibudareign";78,1;"Kopavogur";3,604
16393;59632,3;"ibudareign";118,6;"Haaleiti";3,55
16394;87960,6;"radhus";225,2;"Fossvogur";3,12
16395;61690,2;"ibudareign";104,1;"Kopavogur";3,62
16396;40878,5;"ibudareign";77,5;"Midbaer";3,472
16397;58249,1;"ibudareign";172,2;"Breidholt";2,922
16398;50694,8;"ibudareign";127,3;"Kopavogur";3,372
16399;52984,1;"ibudareign";117,3;"Hafnarfjordur";3,998
16400;33866,3;"ibudareign";63,3;"Hafnarfjordur";3,748
16401;58483,1;"Parhus";186,1;"Hafnarfjordur";2,926
16402;76414;"einbylishus";171,2;"Gardabaer";3,572
16403;45575,4;"ibudareign";85,2;"Hafnarfjordur";3,792
16404;36748,4;"ibudareign";73,8;"Hafnarfjordur";3,713
16405;70102,5;"ibudareign";111,5;"Hafnarfjordur";3,934
16406;37631,1;"ibudareign";60,4;"Hafnarfjordur";4,134
16407;41778,1;"ibudareign";105,1;"Hafnarfjordur";4,045
16408;53348,1;"ibudareign";85,7;"Kopavogur";4,009
16409;35072,7;"ibudareign";76,8;"Kopavogur";3,832
16410;69184,7;"ibudareign";205,9;"Gerdin";3,828
16411;47973,9;"ibudareign";104,6;"Hafnarfjordur";3,429
16412;38845,3;"ibudareign";59,2;"Kopavogur";3,678
16413;40391;"ibudareign";80,1;"Kopavogur";3,771
16414;57189,6;"ibudareign";107,6;"Hlidar";3,826
16415;44200;"ibudareign";87,9;"Gerdin";3,76
16416;30479,8;"ibudareign";76,9;"Breidholt";3,084
16417;70055,7;"ibudareign";98,4;"Hlidar";3,853
16418;39925,6;"ibudareign";59,2;"Kopavogur";3,789
16419;48750;"ibudareign";119,1;"Kopavogur";3,437
16420;28594,8;"ibudareign";78,9;"Breidholt";2,845
16421;68380;"ibudareign";135,9;"Kopavogur";4,355
16422;32481,8;"ibudareign";84,1;"Hafnarfjordur";3,258
16423;57428,8;"ibudareign";123,9;"Hafnarfjordur";3,429
16424;57005;"radhus";162;"Hafnarfjordur";3,34
16425;44142,8;"ibudareign";81,2;"Hafnarfjordur";3,611
16426;96200;"einbylishus";183;"LaugarneshverfiVogar";4
16427;36363,6;"ibudareign";69,5;"Midbaer";3,097
16428;88864,1;"radhus";224,8;"LaugarneshverfiVogar";3,613
16429;42716,7;"ibudareign";104,2;"Kopavogur";3,899
16430;40151,8;"ibudareign";100,9;"LaugarneshverfiVogar";3,571
16431;29250;"ibudareign";44,9;"LaugarneshverfiVogar";3,88
16432;57200;"ibudarhus";93,4;"Midbaer";3,809
16433;44584,8;"ibudareign";96;"Kopavogur";4,004
16434;65564,2;"einbylishus";151,6;"Hafnarfjordur";3,951
16435;48881,3;"ibudareign";106,1;"Grafarholt";3,85
16436;30498;"ibudareign";57,8;"LaugarneshverfiVogar";4,071
16437;35074;"ibudareign";103;"Hafnarfjordur";3,308
16438;22478,3;"ibudareign";52,7;"Arbaer";3,193
16439;38177,1;"ibudareign";46,3;"Midbaer";4,076
16440;54567,5;"radhus";106,6;"Vesturbaer";3,666
16441;61548,5;"ibudareign";139,3;"Kopavogur";3,894
16442;38732,2;"ibudareign";91,2;"Grafarvogur";3,717
16443;47050,9;"ibudareign";90,8;"Kopavogur";4,261
16444;34430,5;"ibudareign";92,1;"Breidholt";3,279
16445;35332,7;"ibudareign";78,9;"Grafarvogur";3,642
16446;39036,4;"ibudareign";95,2;"Grafarvogur";4,238
16447;74356,1;"Parhus";137,5;"Mosfellsbaer";3,871
16448;48053,2;"ibudareign";120,7;"Kopavogur";3,637
16450;26757,9;"ibudareign";63,6;"Breidholt";3,097
16451;73902,4;"ibudareign";143,6;"Midbaer";3,573
16452;71749,6;"radhus";139;"Gardabaer";3,882
16453;47210,8;"ibudareign";123,5;"Hafnarfjordur";3,446
16454;34710;"ibudareign";81,6;"Hlidar";3,363
16455;59842,9;"radhus";195,3;"Breidholt";2,34
16456;50446,5;"ibudareign";81;"Kopavogur";3,595
16457;31157,1;"ibudareign";50,5;"Fossvogur";4,675
16458;30178,2;"ibudareign";78,4;"Kopavogur";3,05
16459;34803,6;"ibudareign";81,8;"Gerdin";3,431
16460;67230,8;"ibudareign";104;"Gardabaer";4,187
16461;56921,8;"ibudareign";140,9;"Gardabaer";3,812
16462;30115,8;"ibudareign";62,4;"Grafarvogur";3,845
16463;55447,6;"ibudareign";124;"Kopavogur";3,745
16464;52312;"ibudareign";92,4;"LaugarneshverfiVogar";4,325
16465;51365,6;"ibudareign";95,7;"Hlidar";4,073
16466;42209,7;"ibudareign";95,3;"Grafarholt";4,182
16467;37001,9;"ibudareign";104;"Gardabaer";2,867
16468;43904,9;"ibudareign";101,3;"Hafnarfjordur";3,601
16469;53287;"ibudareign";141,7;"Kopavogur";3,433
16470;53214,2;"ibudareign";100;"Midbaer";3,694
16471;66859;"radhus";165,9;"Gerdin";3,888
16472;43886,7;"radhus";110,2;"Gerdin";3,873
16473;46460,7;"ibudareign";110,6;"Kopavogur";3,467
16474;44391,1;"ibudareign";60,9;"Midbaer";4,224
16475;30538,3;"ibudareign";94,5;"Hafnarfjordur";3,037
16476;37653,2;"ibudareign";85,4;"Hafnarfjordur";3,529
16477;53103,7;"ibudareign";236,9;"Mosfellsbaer";1,863
16478;55582,8;"ibudareign";126,8;"Hlidar";3,586
16479;88883,6;"Parhus";180;"Seltjarnanes";4,414
16480;34427,9;"ibudareign";90,8;"Kopavogur";3,324
16481;95553,9;"Parhus";183,8;"Seltjarnanes";4,136
16482;40952,6;"ibudareign";83,3;"Kopavogur";4,21
16483;63507,6;"einbylishus";101,8;"Midbaer";3,451
16484;40860,3;"ibudareign";101,4;"Hafnarfjordur";3,511
16485;33800;"ibudareign";102,4;"LaugarneshverfiVogar";3,238
16486;73427,9;"radhus";143,6;"Gardabaer";4,295
16487;48574,5;"ibudareign";108,9;"Kopavogur";4,259
16488;45500;"einbylishus";62,2;"LaugarneshverfiVogar";4,033
16489;36114;"ibudareign";95;"Arbaer";3,35
16490;59885,8;"ibudareign";98,4;"Kopavogur";4,143
16491;61621,3;"ibudareign";113,4;"Kopavogur";4,381
16492;24692,2;"ibudareign";50,5;"Arbaer";3,374
16493;25994,8;"ibudareign";62,2;"Kopavogur";3,964
16494;36861,5;"ibudareign";88,2;"Kopavogur";4,041
16495;62271,3;"radhus";180,1;"Breidholt";2,761
16496;46805,2;"ibudareign";86,5;"Fossvogur";4,247
16497;83549,7;"Parhus";217,8;"Kopavogur";3,292
16498;58445,4;"ibudareign";125,5;"LaugarneshverfiVogar";4,324
16499;77619,1;"ibudareign";146,1;"Hafnarfjordur";3,986
16500;55415,1;"einbylishus";85,2;"Hafnarfjordur";3,664
16501;53649,7;"radhus";106,3;"Gardabaer";4,638
16502;75431,2;"radhus";175,7;"Fossvogur";3,701
16503;31128,5;"ibudareign";90;"Kopavogur";3,174
16504;30153,5;"ibudareign";80,4;"Hafnarfjordur";3,201
16505;38834,9;"radhus";91,8;"Hafnarfjordur";3,796
16506;51166,7;"ibudareign";109;"Kopavogur";4,207
16507;53697,8;"ibudareign";113,7;"Kopavogur";3,995
16508;53717,3;"ibudareign";119,5;"Kopavogur";4,129
16509;33880,6;"ibudareign";90;"Kopavogur";3,082
16510;32351,8;"ibudareign";82,4;"Kopavogur";3,127
16511;77529,4;"radhus";288;"Arbaer";2,406
16512;53569,1;"ibudareign";103,3;"Seltjarnanes";4,68
16513;44037,5;"ibudareign";86,7;"Hlidar";3,867
16514;39250,9;"ibudareign";80,2;"Kopavogur";4,016
16515;44181,8;"ibudareign";96,5;"Gardabaer";3,954
16516;66232,4;"radhus";188,1;"LaugarneshverfiVogar";2,876
16517;64342,2;"radhus";149,7;"Kopavogur";3,813
16518;48622,6;"ibudareign";110,3;"Gerdin";4,067
16519;37553,1;"ibudareign";59,2;"Kopavogur";4,158
16521;63891,1;"radhus";106;"Mosfellsbaer";3,479
16522;55235,7;"radhus";116,7;"Gardabaer";4,343
16523;36316,8;"ibudareign";91,1;"Breidholt";2,754
16524;42900;"ibudareign";92,4;"LaugarneshverfiVogar";3,823
16525;37445,2;"ibudareign";84,5;"LaugarneshverfiVogar";4,077
16526;51054,9;"ibudareign";101,9;"Kopavogur";3,628
16527;34301,8;"ibudareign";83,7;"Hafnarfjordur";3,387
16528;33528,3;"ibudareign";50,7;"Fossvogur";3,993
16529;20995;"ibudareign";45;"Midbaer";3,098
16531;33783,1;"ibudareign";79,3;"Kopavogur";3,49
16532;45481,8;"einbylishus";142,9;"Kopavogur";2,534
16533;38279,8;"ibudareign";55,8;"Midbaer";4,03
16534;35722,7;"ibudareign";90,4;"Breidholt";3,04
16535;55052,4;"radhus";163,9;"Hafnarfjordur";2,985
16536;41471,3;"ibudareign";104,5;"Kopavogur";3,165
16537;88132,2;"einbylishus";217,3;"LaugarneshverfiVogar";3,727
16538;43553,9;"ibudareign";134,6;"Hafnarfjordur";3,152
16539;70170,1;"radhus";157,9;"Gardabaer";4,158
16540;44921,5;"ibudareign";96,4;"Hafnarfjordur";3,558
16541;37663,6;"ibudareign";105;"Hafnarfjordur";3,033
16542;44822,7;"ibudareign";95,2;"Gerdin";3,925
16543;54310,1;"einbylishus";116,6;"Hafnarfjordur";3,856
16544;56855,5;"ibudareign";123,8;"Kopavogur";3,71
16545;45463,6;"ibudareign";96,6;"Hafnarfjordur";3,552
16546;44310,5;"ibudareign";92,9;"Kopavogur";4,255
16547;62985;"einbylishus";140;"Hafnarfjordur";3,442
16548;46976,8;"ibudareign";99,5;"Mosfellsbaer";3,923
16549;38903,8;"ibudareign";81,4;"Kopavogur";4,081
16550;45411,6;"ibudareign";106,7;"Kopavogur";3,909
16551;51925,9;"ibudareign";113,6;"Hlidar";3,896
16552;53081,6;"ibudareign";84,7;"Kopavogur";3,667
16553;29117,4;"ibudareign";90;"Kopavogur";2,783
16554;27937;"ibudareign";59,1;"Gerdin";3,873
16555;35634,3;"ibudareign";102,9;"Kopavogur";3,098
16556;41567,5;"ibudareign";92,2;"Kopavogur";4,084
16557;35033,7;"ibudareign";79,8;"Hafnarfjordur";3,376
16558;40255,8;"ibudareign";111,8;"Hafnarfjordur";3,183
16559;36124,4;"ibudareign";78,9;"Hafnarfjordur";3,353
16560;27160,9;"ibudareign";62,5;"Hafnarfjordur";3,838
16561;45164,6;"ibudareign";90,4;"Gardabaer";4,216
16562;35648,6;"radhus";79,6;"Kopavogur";3,934
16563;68160,3;"radhus";150,8;"Gardabaer";4,477
16564;58211,4;"einbylishus";122,4;"Hafnarfjordur";3,239
16565;46133,1;"ibudareign";90,1;"Hafnarfjordur";3,987
16566;56819,1;"ibudareign";141,3;"Grafarholt";4,309
16567;29256,5;"ibudareign";64,7;"Breidholt";2,846
16568;51824,5;"ibudareign";77,6;"Kopavogur";4,311
16569;34895,9;"ibudareign";95,6;"Hafnarfjordur";2,912
16570;62202,4;"radhus";139,5;"Mosfellsbaer";3,795
16571;32754,8;"ibudareign";73,5;"Hafnarfjordur";4,056
16572;36121,8;"ibudareign";100,4;"Hafnarfjordur";3,499
16573;81751,8;"Parhus";186,3;"Kopavogur";3,752
16574;63508,9;"ibudareign";97,1;"Midbaer";4,079
16576;20880,6;"ibudareign";47,7;"Hafnarfjordur";3,669
16577;58722,3;"ibudareign";175,5;"Breidholt";2,945
16578;53648,4;"ibudareign";86,7;"LaugarneshverfiVogar";3,896
16579;48623,9;"ibudareign";116,4;"Grafarholt";4,5
16580;27210,3;"ibudareign";59,9;"Breidholt";2,922
16581;35230;"ibudareign";117;"LaugarneshverfiVogar";2,577
16582;27040;"ibudareign";72,6;"Hafnarfjordur";3,271
16583;40111,5;"ibudareign";93,2;"Grafarholt";3,915
16584;30524;"ibudareign";82,2;"Breidholt";2,824
16585;52393,9;"ibudareign";117,4;"Haaleiti";3,802
16586;32116,5;"ibudareign";75,1;"Kopavogur";3,567
16587;26616,2;"ibudareign";68,8;"LaugarneshverfiVogar";3,316
16588;34422,7;"ibudareign";84,4;"Grafarvogur";4,18
16589;35744,8;"ibudareign";73;"Kopavogur";4,079
16590;51156,3;"ibudareign";124,7;"Kopavogur";3,407
16591;42807,7;"ibudareign";103,2;"Hafnarfjordur";4,051
16592;50464,7;"ibudareign";127,1;"Gardabaer";3,559
16593;87319,7;"einbylishus";185,7;"Gardabaer";3,969
16594;28340;"ibudareign";78,1;"Kopavogur";3,016
16595;48744,8;"ibudareign";86,5;"Gardabaer";4,37
16596;36381,8;"ibudareign";62,5;"Gerdin";3,898
16597;49333,7;"ibudareign";103,3;"Grafarholt";4,036
16598;24700;"ibudareign";70,1;"Breidholt";2,849
16599;32748,3;"ibudareign";63;"Hafnarfjordur";3,842
16601;94061,5;"ibudareign";149,7;"Kopavogur";3,757
16602;68567,2;"radhus";139,2;"Grafarholt";3,784
16603;41551,9;"ibudareign";95,7;"Grafarvogur";4,148
16604;36979,8;"ibudareign";105,6;"Arbaer";2,853
16605;87025,9;"ibudareign";218;"Kopavogur";3,799
16606;26639,6;"ibudareign";84,5;"Breidholt";2,828
16607;53457,3;"ibudareign";126,3;"LaugarneshverfiVogar";3,686
16608;63255,4;"ibudareign";97,1;"Fossvogur";4,818
16609;36279,1;"ibudareign";51,2;"Gerdin";3,759
16610;30011,8;"ibudareign";55,1;"Haaleiti";3,632
16611;35829,3;"ibudareign";69,9;"Kopavogur";3,667
16612;60327,8;"ibudareign";138,6;"LaugarneshverfiVogar";3,568
16613;85022,6;"radhus";165,5;"Seltjarnanes";4,519
16614;90373,4;"radhus";195,2;"Fossvogur";3,984
16615;76050;"ibudareign";179,1;"Kopavogur";3,585
16616;37033,1;"ibudareign";83,4;"Grafarvogur";4,034
16617;63524,5;"ibudareign";117,7;"Hlidar";3,785
16618;27687,4;"ibudareign";58,8;"Breidholt";2,919
16619;36263,5;"ibudareign";69,8;"Hlidar";3,851
16621;32453,2;"ibudareign";95,6;"Hafnarfjordur";3,395
16622;32453,2;"ibudareign";95,6;"Hafnarfjordur";2,952
16623;29413,8;"ibudareign";56,2;"Grafarvogur";3,984
16624;37271;"ibudareign";91,6;"Grafarvogur";3,927
16625;34889,4;"ibudareign";74,4;"LaugarneshverfiVogar";3,802
16626;22661,6;"ibudareign";47,9;"Grafarvogur";4,034
16627;37611,6;"ibudareign";96,7;"Arbaer";3,294
16628;42090,1;"ibudareign";74,8;"Gerdin";3,869
16629;40740,7;"ibudareign";96,2;"Hafnarfjordur";3,884
16630;37663,6;"ibudareign";82,1;"Gerdin";3,43
16631;46400,9;"ibudareign";110,1;"Grafarvogur";3,55
16632;21573,5;"ibudareign";38,8;"LaugarneshverfiVogar";4,154
16633;47758,1;"ibudareign";95,6;"Kopavogur";4,307
16635;45953,7;"ibudareign";95,6;"Kopavogur";4,088
16636;33407,4;"ibudareign";73,5;"Hafnarfjordur";4,13
16637;32516,9;"ibudareign";73,5;"Hafnarfjordur";3,782
16638;32500;"ibudareign";73,5;"Hafnarfjordur";3,581
16639;19500;"ibudareign";71,8;"Hafnarfjordur";2,311
16640;84997,9;"ibudareign";152,5;"Hafnarfjordur";3,664
16641;84303,7;"ibudareign";131,6;"Hafnarfjordur";3,5
16642;28359,5;"ibudareign";51,5;"Kopavogur";3,604
16643;76029,2;"radhus";188,5;"Kopavogur";3,365
16644;34769,8;"ibudareign";79,5;"Grafarvogur";3,826
16645;41251,6;"ibudareign";86,4;"Hafnarfjordur";3,376
16646;63013,6;"einbylishus";251,4;"Hafnarfjordur";2,14
16647;35072,7;"ibudareign";59,3;"Kopavogur";3,893
16648;37193;"ibudareign";109,6;"Hafnarfjordur";3,459
16649;30868,5;"ibudareign";62,3;"Grafarvogur";4,196
16650;73829,6;"einbylishus";218,6;"Gardabaer";2,833
16651;50208,6;"ibudareign";140,8;"Kopavogur";3,352
16652;60223,8;"ibudareign";112,8;"Kopavogur";3,883
16653;31198,7;"ibudareign";60,3;"Gardabaer";4,458
16654;36368,8;"ibudareign";52,7;"Midbaer";4,199
16655;83856,5;"einbylishus";176,2;"LaugarneshverfiVogar";4,036
16656;37908;"ibudareign";103,5;"Hafnarfjordur";3,109
16657;60320;"ibudareign";100,6;"Gardabaer";4,926
16658;41360,8;"ibudareign";95,6;"Kopavogur";3,666
16659;49331,1;"ibudareign";228,5;"Kopavogur";1,776
16660;37663,6;"ibudareign";99,4;"Breidholt";2,923
16661;51498,2;"einbylishus";160;"Kopavogur";2,559
16662;69912,7;"einbylishus";152,3;"Gardabaer";3,641
16663;43538,3;"ibudareign";86,5;"Kopavogur";4,182
16664;53430;"ibudareign";116,4;"Hafnarfjordur";3,546
16665;24681,8;"ibudareign";57,4;"Hafnarfjordur";3,806
16666;36601,5;"ibudareign";63,3;"Hafnarfjordur";3,602
16667;54386,8;"ibudareign";121,6;"Kopavogur";3,703
16668;38990,9;"ibudareign";85,4;"Hafnarfjordur";3,718
16669;44536,7;"ibudareign";107,2;"Grafarholt";3,97
16670;28470;"ibudareign";70,2;"Breidholt";3,095
16671;71523,4;"einbylishus";172,2;"Kopavogur";3,593
16672;61439,3;"ibudareign";131,8;"Hafnarfjordur";4,153
16673;47277,1;"ibudareign";98,4;"Hafnarfjordur";4,015
16674;46746,7;"ibudareign";108,1;"Kopavogur";3,91
16675;37879,4;"ibudareign";79,7;"Gerdin";3,534
16676;56130,1;"einbylishus";158,5;"Hafnarfjordur";3,213
16677;34056,1;"ibudareign";75,6;"Hafnarfjordur";4,021
16678;34339,5;"ibudareign";73,7;"Gardabaer";3,824
16679;48704,5;"ibudareign";98,6;"LaugarneshverfiVogar";4,305
16680;97402,5;"einbylishus";191,4;"Gardabaer";3,977
16681;36592,4;"ibudareign";83,3;"Kopavogur";3,667
16682;35048;"ibudareign";76,4;"Kopavogur";3,647
16683;34444,8;"ibudareign";93,2;"LaugarneshverfiVogar";3,61
16684;65575,9;"Parhus";141,6;"Kopavogur";3,945
16685;43439,5;"ibudareign";78,1;"Midbaer";3,402
16686;56365,4;"ibudareign";120;"Fossvogur";4,031
16687;55897,4;"ibudareign";126,8;"Hlidar";3,776
16688;36258,3;"ibudareign";105,2;"Hafnarfjordur";3,366
NA;NA;NA;NA;NA;NA
16690;54735,2;"einbylishus";216,9;"Gerdin";3,081
16691;20412,6;"ibudareign";34,3;"Haaleiti";3,344
16692;44822,7;"ibudareign";79,4;"LaugarneshverfiVogar";4,501
16693;45195,8;"ibudareign";54,9;"Midbaer";4,457
