"nrhus";"nuvirdi";"teg_eign";"byggar";"ibm2";"fjherb";"matssvaedi";"gaedi"
"357";34442.2;"Íbúðareign";1957;120.6;2;"Hafnarfjörður";2.448
"358";33550.4;"Íbúðareign";2011;102.2;2;"Kópavogur";3.145
"359";44954;"Íbúðareign";2011;120.9;4;"Kópavogur";3.168
"360";44801.9;"Íbúðareign";1960;145.2;4;"Laugarneshverfi/Vogar";2.745
"361";34131.5;"Íbúðareign";1959;71.3;2;"Laugarneshverfi/Vogar";3.723
"362";43163.9;"Íbúðareign";2007;124.7;3;"Kópavogur";3.178
"363";85208.5;"Íbúðareign";2011;176.4;3;"Kópavogur";3.601
"364";16680.3;"Íbúðareign";1969;75.5;2;"Breiðholt";1.764
"365";30140.5;"Íbúðareign";1992;101.9;3;"Grafarvogur";2.571
"366";53209;"Íbúðareign";2004;108.4;2;"Miðbær";3.362
"367";55846.7;"Raðhús";1965;152.6;5;"Háaleiti";3.046
"368";18034.9;"Íbúðareign";1958;59.1;1;"Laugarneshverfi/Vogar";2.844
"369";18890.3;"Íbúðareign";1968;66.4;2;"Breiðholt";2.496
"370";34043.1;"Íbúðareign";1988;121.3;4;"Grafarvogur";2.803
"371";31483.4;"Íbúðareign";2002;105.9;3;"Mosfellsbær";2.9
"372";44149.3;"Einbýlishús";1942;122.6;3;"Hafnarfjörður";3.375
"373";48874.8;"Íbúðareign";2006;123;3;"Garðabær";3.649
"374";14942.2;"Íbúðareign";1923;48.8;1;"Hafnarfjörður";2.61
"375";52534.3;"Raðhús";1971;150.1;4;"Hafnarfjörður";3.109
"376";68461.9;"Raðhús";2003;158;4;"Garðabær";3.833
"377";27833;"Íbúðareign";1988;92;2;"Hafnarfjörður";2.698
"378";36669.1;"Íbúðareign";2008;108.5;2;"Hafnarfjörður";2.897
"379";17466.8;"Íbúðareign";1978;78.1;2;"Kópavogur";2.061
"380";46391.8;"Íbúðareign";1976;137.7;2;"Hafnarfjörður";3.051
"381";44200;"Íbúðareign";1943;102;2;"Miðbær";2.545
"382";47661.9;"Einbýlishús";1981;137.8;3;"Mosfellsbær";3.333
"383";26622.7;"Íbúðareign";1997;64.4;1;"Miðbær";2.602
"384";22425;"Íbúðareign";1944;78.7;1;"Hlíðar";2.104
"385";33933.9;"Íbúðareign";1989;117.3;3;"Grafarvogur";2.448
"386";15966.6;"Íbúðareign";1954;48;1;"Laugarneshverfi/Vogar";3.039
"387";21169.2;"Íbúðareign";1968;91.1;3;"Breiðholt";1.863
"388";13260;"Íbúðareign";1959;41.5;1;"Laugarneshverfi/Vogar";2.819
"389";31898.1;"Íbúðareign";2008;87.3;2;"Hafnarfjörður";3.701
"390";33374.9;"Íbúðareign";2008;94.7;1;"Garðabær";3.333
"391";37620.7;"Íbúðareign";1968;112.9;4;"Kópavogur";2.747
"392";62760.1;"Íbúðareign";2011;145.7;3;"Kópavogur";3.574
"393";68503.5;"Íbúðareign";2011;142.6;3;"Kópavogur";3.76
"394";25806.3;"Íbúðareign";1979;90;2;"Kópavogur";2.333
"395";30895.8;"Íbúðareign";1994;94.5;3;"Kópavogur";3.028
"396";59134.4;"Íbúðareign";2011;145.7;3;"Kópavogur";3.81
"397";27846;"Íbúðareign";2007;92.8;2;"Kópavogur";2.54
"398";45765.2;"Íbúðareign";1983;113.8;3;"Fossvogur";3.61
"399";16819.4;"Íbúðareign";1989;39.4;1;"Miðbær";3.056
"400";47525.4;"Einbýlishús";1960;137.7;4;"Gerðin";3.403
"401";20894.9;"Íbúðareign";2006;69.4;1;"Hafnarfjörður";2.801
"402";27058.2;"Íbúðareign";1996;77.5;2;"Hafnarfjörður";3.444
"403";58875.7;"Parhús";1996;122.9;3;"Kópavogur";4.177
"404";23375.3;"Íbúðareign";1994;77.7;2;"Grafarvogur";2.811
"405";24700;"Íbúðareign";1964;102.6;3;"Háaleiti";2.085
"406";24581.7;"Íbúðareign";1997;83.3;2;"Grafarvogur";3.041
"407";17420;"Íbúðareign";1978;78.1;2;"Kópavogur";1.888
"408";17180.8;"Íbúðareign";1971;65;1;"Hafnarfjörður";2.533
"409";49957.7;"Íbúðareign";2011;107.5;2;"Kópavogur";3.79
"410";63700;"Íbúðareign";2008;153.8;4;"Kópavogur";3.839
"411";32817.2;"Íbúðareign";1969;120.2;3;"Kópavogur";2.476
"412";33342.4;"Íbúðareign";2006;84.6;2;"Kópavogur";3.594
"413";36400;"Raðhús";1961;131.1;3;"Gerðin";3.01
"414";21964.8;"Íbúðareign";1963;69.2;2;"Háaleiti";2.66
"415";23071.1;"Íbúðareign";1973;83.5;3;"Kópavogur";2.242
"416";25052.3;"Íbúðareign";1996;76.9;1;"Grafarvogur";3.299
"417";18955.3;"Íbúðareign";1965;69.1;1;"Laugarneshverfi/Vogar";2.625
"418";28563.6;"Íbúðareign";1963;99.8;3;"Háaleiti";2.318
"419";42031.6;"Íbúðareign";1929;73.4;1;"Miðbær";3.737
"420";29705;"Íbúðareign";1966;94.7;3;"Laugarneshverfi/Vogar";3.087
"421";36123.1;"Íbúðareign";2007;102.4;2;"Garðabær";3.308
"422";35087;"Íbúðareign";2000;119;3;"Hafnarfjörður";2.623
"423";15362.1;"Íbúðareign";1965;54.3;1;"Hafnarfjörður";2.384
"424";25344.8;"Íbúðareign";1977;87.8;2;"Mosfellsbær";2.508
"425";39070.2;"Íbúðareign";2008;98.1;2;"Garðabær";3.298
"426";29274.7;"Íbúðareign";2004;93.5;3;"Mosfellsbær";3.034
"427";30145.7;"Íbúðareign";1996;87.1;3;"Hafnarfjörður";3.178
"428";19490.9;"Íbúðareign";1956;55.9;1;"Laugarneshverfi/Vogar";3.061
"429";38203.1;"Íbúðareign";1932;99.9;4;"Miðbær";2.503
"430";26074.1;"Íbúðareign";1958;94.9;2;"Seltjarnanes";2.003
"431";52622.7;"Einbýlishús";1956;180.3;6;"Gerðin";3.249
"432";28844.4;"Íbúðareign";1959;79.2;2;"Vesturbær";2.979
"433";29370.9;"Íbúðareign";2006;91.4;2;"Hafnarfjörður";2.741
"434";28914.6;"Íbúðareign";1985;74;2;"Laugarneshverfi/Vogar";3.404
"435";45806.8;"Íbúðareign";1990;102.4;2;"Miðbær";3.131
"436";37674;"Íbúðareign";2005;134.3;3;"Kópavogur";2.335
"437";23877.1;"Íbúðareign";1964;89.6;2;"Háaleiti";2.563
"438";27259.7;"Íbúðareign";1928;67.5;2;"Miðbær";2.595
"439";31717.4;"Íbúðareign";2005;111.4;2;"Grafarholt";2.537
"440";55893.5;"Parhús";1997;142.1;4;"Kópavogur";3.667
"441";55822;"Íbúðareign";1990;184.5;4;"Kópavogur";2.875
"442";58474;"Parhús";1999;187.8;4;"Kópavogur";2.638
"443";26754;"Íbúðareign";1979;90;2;"Kópavogur";2.714
"444";58401.2;"Einbýlishús";1978;147.5;3;"Kópavogur";3.537
"445";58175;"Íbúðareign";2011;140.8;3;"Kópavogur";3.853
"446";35750;"Íbúðareign";1940;99;3;"Miðbær";2.09
"447";20618;"Íbúðareign";1947;50;2;"Laugarneshverfi/Vogar";3.995
"448";29794.7;"Íbúðareign";1962;96.1;3;"Gerðin";3.647
"449";27266.2;"Íbúðareign";1968;117.7;4;"Breiðholt";1.764
"450";16351.4;"Íbúðareign";1972;52.6;1;"Kópavogur";2.532
"451";41470;"Íbúðareign";1957;114;3;"Laugarneshverfi/Vogar";3.091
"452";25179.7;"Íbúðareign";2005;67;1;"Hafnarfjörður";3.502
"453";30122.3;"Íbúðareign";1990;97.9;2;"Garðabær";2.517
"454";71472.7;"Raðhús";2007;219.5;5;"Garðabær";2.733
"455";31874.7;"Íbúðareign";1959;138.7;3;"Garðabær";2.07
"456";27675.7;"Íbúðareign";2011;70.3;2;"Kópavogur";3.802
"457";28198.3;"Íbúðareign";2011;70.3;2;"Kópavogur";3.507
"458";35874.8;"Íbúðareign";1978;162.8;5;"Breiðholt";1.78
"459";55974.1;"Íbúðareign";1978;175.7;5;"Breiðholt";2.674
"460";15564.9;"Íbúðareign";1920;51.4;2;"Miðbær";1.736
"461";30934.8;"Íbúðareign";2003;84.4;2;"Hafnarfjörður";3.644
"462";32195.8;"Íbúðareign";2011;94.4;2;"Hafnarfjörður";2.944
"463";45258.2;"Parhús";2008;213.1;4;"Mosfellsbær";1.855
"464";39419.9;"Íbúðareign";1985;105.1;2;"Gerðin";4.175
"465";36091.9;"Íbúðareign";2004;106;3;"Grafarholt";3.138
"466";46686.9;"Raðhús";1986;132;3;"Grafarvogur";3.203
"467";46566;"Raðhús";1978;210;4;"Breiðholt";1.805
"468";25684.1;"Íbúðareign";1997;93.4;2;"Grafarvogur";2.347
"469";19908.2;"Íbúðareign";1935;56.9;1;"Vesturbær";2.518
"470";64372.1;"Raðhús";1982;159.1;3;"Hlíðar";3.206
"471";29890.9;"Íbúðareign";2006;91.4;2;"Hafnarfjörður";3.293
"472";47348.6;"Íbúðareign";2012;103.9;2;"Kópavogur";3.688
"473";47946.6;"Íbúðareign";2011;107.5;2;"Kópavogur";3.908
"474";32727.5;"Íbúðareign";1988;96.2;2;"Kópavogur";2.804
"475";36905.7;"Íbúðareign";2003;109.5;3;"Kópavogur";3.036
"476";25457.9;"Íbúðareign";1989;77.5;2;"Kópavogur";2.723
"477";39819;"Raðhús";1990;116.4;3;"Grafarvogur";3.311
"478";28533.7;"Íbúðareign";1947;90.6;2;"Laugarneshverfi/Vogar";2.509
"479";38805;"Einbýlishús";1954;68.8;1;"Seltjarnanes";4.531
"480";54389.4;"Einbýlishús";1956;237.3;6;"Hafnarfjörður";1.946
"481";30434.3;"Íbúðareign";2007;102.2;2;"Kópavogur";2.555
"482";52642.2;"Raðhús";1998;127.6;3;"Kópavogur";3.948
"483";25870;"Einbýlishús";1942;58.3;3;"Laugarneshverfi/Vogar";3.657
"484";27097.2;"Íbúðareign";1952;91.4;3;"Laugarneshverfi/Vogar";2.866
"485";23420.8;"Íbúðareign";1991;51.2;1;"Gerðin";3.914
"486";27535.3;"Íbúðareign";1958;125.4;3;"Hafnarfjörður";2.047
"487";33402.2;"Íbúðareign";2003;103.3;3;"Kópavogur";2.996
"488";46026.5;"Íbúðareign";2012;103.9;2;"Kópavogur";3.835
"489";45895.2;"Íbúðareign";2012;106.2;2;"Kópavogur";3.691
"490";78897;"Einbýlishús";1999;201;4;"Kópavogur";3.516
"491";112230.3;"Einbýlishús";2008;316.8;5;"Kópavogur";2.923
"492";26470.6;"Íbúðareign";1936;88.6;1;"Miðbær";1.962
"493";33088.9;"Íbúðareign";1999;87;2;"Grafarvogur";3.442
"494";39507;"Íbúðareign";2005;110.6;2;"Mosfellsbær";3.346
"495";23823.8;"Íbúðareign";1965;79.2;3;"Hafnarfjörður";2.483
"496";51937.6;"Einbýlishús";1978;129.8;3;"Hafnarfjörður";3.636
"497";56232.8;"Einbýlishús";1988;155;4;"Hafnarfjörður";3.653
"498";26000;"Íbúðareign";1989;73.4;1;"Hafnarfjörður";3.246
"499";29790.8;"Íbúðareign";1963;105.6;3;"Háaleiti";2.677
"500";29068;"Íbúðareign";2001;94.4;2;"Grafarvogur";3.157
"501";32760;"Íbúðareign";2004;87;2;"Kópavogur";3.642
"502";22453.6;"Íbúðareign";1880;53.9;1;"Miðbær";2.686
"503";27690;"Íbúðareign";2004;82.3;2;"Grafarholt";3.286
"504";11463.4;"Íbúðareign";1974;39.5;1;"Breiðholt";2.207
"505";33456.8;"Íbúðareign";1971;90.2;3;"Fossvogur";3.485
"506";20833.8;"Íbúðareign";1936;55.3;1;"Vesturbær";2.821
"507";37434.8;"Raðhús";1990;125.4;4;"Grafarvogur";2.862
"508";71669;"Raðhús";1972;212.6;6;"Seltjarnanes";2.501
"509";51324;"Parhús";2002;163.5;4;"Hafnarfjörður";2.981
"510";74339.2;"Íbúðareign";2012;150.6;3;"Kópavogur";4.195
"511";26947.7;"Íbúðareign";2004;86.3;2;"Kópavogur";3.03
"512";29084.9;"Íbúðareign";2000;95.1;2;"Kópavogur";2.499
"513";13611;"Íbúðareign";1957;60.4;1;"Kópavogur";1.948
"514";20078.5;"Íbúðareign";1978;78.4;2;"Kópavogur";2.329
"515";23289.5;"Íbúðareign";1991;92.2;2;"Grafarvogur";2.431
"516";37941.8;"Íbúðareign";1983;132.5;2;"Gerðin";3.342
"517";27264.9;"Íbúðareign";2004;89.4;2;"Grafarvogur";2.948
"518";59729.8;"Íbúðareign";1965;155;4;"Hlíðar";3.416
"519";55203.2;"Einbýlishús";1984;154;4;"Grafarvogur";3.342
"520";27511.9;"Íbúðareign";1985;88.4;2;"Grafarvogur";2.767
"521";22969.7;"Íbúðareign";1989;92;2;"Árbær";2.229
"522";23354.5;"Íbúðareign";1958;87.6;2;"Laugarneshverfi/Vogar";2.502
"523";21404.5;"Íbúðareign";1987;61.1;1;"Garðabær";3.141
"524";66342.9;"Einbýlishús";2007;185.5;3;"Hafnarfjörður";3.501
"525";17871.1;"Íbúðareign";1968;64.9;1;"Hafnarfjörður";2.598
"526";31054.4;"Íbúðareign";1964;102.5;3;"Háaleiti";2.878
"527";32466.2;"Íbúðareign";2004;109.8;2;"Mosfellsbær";2.512
"528";31142.8;"Íbúðareign";1978;77.5;2;"Vesturbær";3.245
"529";57900.7;"Íbúðareign";1928;143.6;3;"Miðbær";2.451
"530";28392;"Íbúðareign";1989;108.7;3;"Grafarvogur";2.656
"531";24432.2;"Íbúðareign";1929;53.2;1;"Miðbær";2.875
"532";31293.6;"Íbúðareign";2011;88.8;2;"Hafnarfjörður";3.131
"533";39384.8;"Íbúðareign";2009;98.2;2;"Garðabær";3.776
"534";40168.7;"Íbúðareign";2007;127.3;3;"Kópavogur";3.124
"535";86024.9;"Einbýlishús";2003;184.9;3;"Grafarholt";3.844
"536";18974.8;"Íbúðareign";1979;64.1;1;"Breiðholt";2.282
"537";24872.9;"Íbúðareign";1994;79.5;2;"Grafarvogur";2.775
"538";20212.4;"Íbúðareign";1979;64.4;1;"Breiðholt";2.764
"539";27944.8;"Íbúðareign";1960;100.8;3;"Laugarneshverfi/Vogar";2.41
"540";17147;"Íbúðareign";1937;51.2;2;"Miðbær";2.059
"541";18185.7;"Íbúðareign";1971;65;1;"Hafnarfjörður";2.757
"542";24167;"Íbúðareign";1991;118.4;3;"Hafnarfjörður";1.878
"543";74439.3;"Einbýlishús";1983;267.7;8;"Kópavogur";2.641
"544";77321.4;"Einbýlishús";1963;183.9;5;"Kópavogur";3.851
"545";28402.4;"Íbúðareign";1977;76.9;2;"Hlíðar";2.92
"546";36608;"Íbúðareign";1957;116.6;4;"Laugarneshverfi/Vogar";2.691
"547";31695.3;"Íbúðareign";1985;114.2;4;"Hafnarfjörður";2.612
"548";33787;"Íbúðareign";1959;97.7;2;"Hafnarfjörður";3.364
"549";22066.2;"Íbúðareign";1966;51.7;1;"Hafnarfjörður";3.588
"550";27524.9;"Íbúðareign";2006;64;1;"Miðbær";3.045
"551";26761.8;"Íbúðareign";1962;68.1;2;"Háaleiti";3.643
"552";36266.1;"Einbýlishús";1926;144.3;6;"Hafnarfjörður";2.136
"553";18476.9;"Íbúðareign";1932;43.3;1;"Miðbær";2.91
"554";43817.8;"Íbúðareign";2012;120.2;3;"Hafnarfjörður";3.278
"555";21451.3;"Íbúðareign";1960;84.1;2;"Hafnarfjörður";2.168
"556";47392.8;"Íbúðareign";2012;106.2;2;"Kópavogur";3.8
"557";64927.2;"Raðhús";2007;189;4;"Kópavogur";3.12
"558";44964.4;"Íbúðareign";2011;103.5;2;"Kópavogur";3.582
"559";26306.8;"Íbúðareign";1979;78.1;2;"Kópavogur";2.819
"560";31354.7;"Íbúðareign";1997;104.7;3;"Kópavogur";2.929
"561";32481.8;"Raðhús";1973;94;3;"Mosfellsbær";3.241
"562";36998;"Íbúðareign";2003;117.9;3;"Grafarholt";2.789
"563";36335;"Íbúðareign";2004;100.4;2;"Mosfellsbær";3.123
"564";48396.4;"Íbúðareign";1955;151.8;5;"Hafnarfjörður";2.696
"565";57177.9;"Einbýlishús";2004;187.3;4;"Hafnarfjörður";2.721
"566";74259.9;"Einbýlishús";1976;239.9;7;"Kópavogur";2.556
"567";31428.8;"Íbúðareign";1977;100.7;3;"Gerðin";3.85
"568";34312.2;"Íbúðareign";1998;88.3;2;"Grafarvogur";3.844
"569";37343.8;"Íbúðareign";2004;109.8;2;"Breiðholt";2.877
"570";29226.6;"Íbúðareign";1983;73.3;1;"Hlíðar";3.6
"571";18084.3;"Íbúðareign";1971;46.4;1;"Fossvogur";3.565
"572";36311.6;"Íbúðareign";1978;112.9;3;"Árbær";2.882
"573";25409.8;"Íbúðareign";2005;72.9;2;"Hafnarfjörður";3.56
"574";17448.6;"Íbúðareign";1993;63.1;1;"Hafnarfjörður";2.352
"575";59276.1;"Einbýlishús";1953;211;5;"Kópavogur";2.572
"576";52549.9;"Einbýlishús";1983;132.2;3;"Garðabær";3.416
"577";45930.3;"Íbúðareign";2008;168.5;2;"Kópavogur";2.491
"578";31944.9;"Íbúðareign";1965;100.4;2;"Háaleiti";2.891
"579";41161.9;"Íbúðareign";2007;81.4;2;"Fossvogur";4.512
"580";18839.6;"Íbúðareign";1971;58.3;1;"Breiðholt";2.399
"581";28550.6;"Íbúðareign";1976;103.5;3;"Hafnarfjörður";2.547
"582";40418.3;"Íbúðareign";2008;111;2;"Hafnarfjörður";3.115
"583";53706.9;"Íbúðareign";1930;96.4;1;"Miðbær";3.75
"584";85550.4;"Einbýlishús";1963;283.7;6;"Gerðin";3.452
"585";20533.5;"Íbúðareign";1959;75.4;2;"Laugarneshverfi/Vogar";2.601
"586";29567.2;"Íbúðareign";1994;75.6;2;"Grafarvogur";4.012
"587";45500;"Einbýlishús";1977;143;5;"Garðabær";2.828
"588";14297.4;"Íbúðareign";1950;56.9;1;"Miðbær";1.576
"589";30150.9;"Íbúðareign";1969;81.6;3;"Fossvogur";2.915
"590";36168.6;"Íbúðareign";1957;124.3;4;"Hlíðar";2.14
"591";24013.6;"Íbúðareign";1947;72.7;2;"Hlíðar";2.428
"592";22733.1;"Íbúðareign";1941;55.7;1;"Miðbær";2.606
"593";22319.7;"Íbúðareign";1961;68;2;"Háaleiti";2.947
"594";63671.4;"Raðhús";1970;180.1;3;"Fossvogur";2.853
"595";38990.9;"Íbúðareign";1985;100;2;"Gerðin";3.769
"596";22835.8;"Íbúðareign";1951;62.6;1;"Gerðin";4.033
"597";12342.2;"Íbúðareign";1969;42.6;1;"Hafnarfjörður";2.629
"598";46640.1;"Einbýlishús";1998;190.6;3;"Laugarneshverfi/Vogar";2.503
"599";56036.5;"Einbýlishús";1975;142;5;"Mosfellsbær";3.801
"600";21840;"Íbúðareign";1982;73.7;2;"Kópavogur";2.403
"601";33763.6;"Íbúðareign";2001;90.6;2;"Kópavogur";3.227
"602";46020;"Íbúðareign";1995;152.1;4;"Kópavogur";2.729
"603";71446.7;"Einbýlishús";2005;181.7;4;"Kópavogur";3.294
"604";27653.6;"Íbúðareign";1989;96.6;2;"Grafarvogur";2.909
"605";27654.9;"Íbúðareign";2000;81.9;2;"Grafarholt";3.395
"606";31443.1;"Íbúðareign";1993;127.5;3;"Mosfellsbær";2.034
"607";22997;"Íbúðareign";1996;61.2;1;"Grafarvogur";3.196
"608";22353.5;"Íbúðareign";1979;72.7;2;"Kópavogur";2.7
"609";22100;"Íbúðareign";1952;88.6;2;"Laugarneshverfi/Vogar";2.16
"610";20866.3;"Íbúðareign";1935;51.2;2;"Miðbær";2.538
"611";26334.1;"Íbúðareign";1968;86.2;4;"Laugarneshverfi/Vogar";2.745
"612";23121.8;"Íbúðareign";1949;66.3;3;"Laugarneshverfi/Vogar";3.248
"613";22738.3;"Íbúðareign";1963;60.3;1;"Laugarneshverfi/Vogar";3.399
"614";28372.5;"Íbúðareign";1955;101.7;3;"Hlíðar";2.411
"615";25195.3;"Íbúðareign";1996;87.6;2;"Grafarvogur";2.831
"616";29714.1;"Íbúðareign";1948;93.8;2;"Laugarneshverfi/Vogar";2.972
"617";23257;"Íbúðareign";1969;66.1;2;"Breiðholt";3.144
"618";53235;"Parhús";2004;117.7;2;"Mosfellsbær";4.109
"619";48230;"Raðhús";1974;191.2;5;"Breiðholt";2.094
"620";28782;"Raðhús";1984;112.2;4;"Hafnarfjörður";2.543
"621";23311.6;"Íbúðareign";1989;63.4;1;"Hafnarfjörður";3.538
"622";26000;"Íbúðareign";1960;83;2;"Laugarneshverfi/Vogar";2.679
"623";47339.5;"Íbúðareign";1965;139.9;3;"Hlíðar";2.676
"624";22154.6;"Íbúðareign";1972;61.9;1;"Seltjarnanes";3.038
"625";44933.2;"Íbúðareign";1991;85.3;2;"Gerðin";3.55
"626";18525;"Íbúðareign";1978;78.1;2;"Kópavogur";1.969
"627";19516.9;"Íbúðareign";1971;83.2;3;"Breiðholt";1.946
"628";27069.9;"Íbúðareign";1971;81.2;3;"Fossvogur";2.646
"629";27344.2;"Íbúðareign";2000;73;1;"Garðabær";3.712
"630";59096.7;"Einbýlishús";1996;153.7;3;"Hafnarfjörður";3.796
"631";53959.1;"Raðhús";1985;184.7;4;"Kópavogur";2.548
"632";49643.1;"Íbúðareign";2008;135.9;2;"Kópavogur";3.219
"633";34959.6;"Íbúðareign";2006;111.5;2;"Kópavogur";2.549
"634";33020;"Íbúðareign";2001;79.8;3;"Kópavogur";3.877
"635";36829;"Íbúðareign";1997;118.3;3;"Grafarvogur";3.029
"636";30686.5;"Íbúðareign";2006;103.2;3;"Hafnarfjörður";2.938
"637";20829.9;"Íbúðareign";1963;64.7;2;"Háaleiti";2.929
"638";34429.2;"Íbúðareign";1998;110.4;4;"Mosfellsbær";2.665
"639";51714;"Einbýlishús";1986;139.1;3;"Grafarvogur";3.751
"640";41590.9;"Íbúðareign";2010;86;2;"Fossvogur";4.544
"641";22336.6;"Íbúðareign";1957;62.4;1;"Vesturbær";2.939
"642";48568;"Raðhús";1995;157.6;1;"Kópavogur";2.956
"643";31668;"Íbúðareign";1998;101.5;2;"Kópavogur";2.775
"644";30644.9;"Íbúðareign";2003;80.2;2;"Kópavogur";3.673
"645";27437.8;"Íbúðareign";1957;84.3;3;"Laugarneshverfi/Vogar";2.941
"646";19266;"Íbúðareign";1900;48.4;2;"Miðbær";2.41
"647";30940;"Íbúðareign";2006;63.7;1;"Garðabær";4.776
"648";58029.4;"Raðhús";2005;163.3;3;"Grafarholt";3.222
"649";28421.9;"Íbúðareign";2003;87;2;"Grafarholt";3.485
"650";19221.8;"Íbúðareign";1952;50.3;1;"Seltjarnanes";2.899
"651";34546.2;"Íbúðareign";1993;125;3;"Hafnarfjörður";2.315
"652";18837;"Íbúðareign";1982;64;1;"Kópavogur";2.384
"653";26811.2;"Íbúðareign";2004;81.4;2;"Kópavogur";2.684
"654";19370;"Íbúðareign";1978;78.1;2;"Kópavogur";2.153
"655";21931;"Íbúðareign";1993;48.1;1;"Miðbær";2.804
"656";72160.4;"Einbýlishús";1957;226.1;8;"Gerðin";4.006
"657";31051.8;"Íbúðareign";1963;121.4;2;"Laugarneshverfi/Vogar";2.15
"658";24524.5;"Íbúðareign";1994;76.7;2;"Grafarvogur";3.029
"659";33287.8;"Íbúðareign";1950;110.6;3;"Hlíðar";2.643
"660";22594;"Íbúðareign";1954;66.9;3;"Laugarneshverfi/Vogar";3.023
"661";30576;"Íbúðareign";1994;88.7;2;"Grafarvogur";3.302
"662";21309.6;"Íbúðareign";1968;84.5;2;"Hafnarfjörður";2.17
"663";43044.3;"Íbúðareign";2000;120.5;3;"Garðabær";3.057
"664";62262.2;"Einbýlishús";1973;140.5;7;"Garðabær";3.815
"665";42465.8;"Íbúðareign";2006;120.4;3;"Garðabær";3.332
"666";18395;"Íbúðareign";1969;51.4;1;"Hafnarfjörður";3.401
"667";41460.9;"Raðhús";2004;165.4;3;"Hafnarfjörður";2.309
"668";32814.6;"Íbúðareign";2002;96.9;3;"Hafnarfjörður";2.951
"669";56247.1;"Einbýlishús";1973;143.3;4;"Hafnarfjörður";3.306
"670";21938.8;"Íbúðareign";1931;57.2;2;"Miðbær";2.316
"671";24272.3;"Íbúðareign";1996;76.3;1;"Kópavogur";3.046
"672";28696.2;"Íbúðareign";1998;87.4;2;"Kópavogur";3.077
"673";33415.2;"Íbúðareign";1999;99.3;2;"Kópavogur";2.772
"674";27873.3;"Íbúðareign";1961;96.8;3;"Laugarneshverfi/Vogar";2.401
"675";42116.1;"Íbúðareign";1960;141.4;4;"Gerðin";3.743
"676";84064.5;"Parhús";1990;235.8;6;"Seltjarnanes";3.042
"677";56083.3;"Íbúðareign";1946;154.3;3;"Hlíðar";3.131
"678";33764.9;"Íbúðareign";1963;117.3;3;"Háaleiti";2.372
"679";38005.5;"Íbúðareign";1974;157.4;4;"Gerðin";2.971
"680";21136.7;"Íbúðareign";1935;60.2;2;"Miðbær";2.217
"681";30030;"Íbúðareign";2003;110.8;3;"Grafarholt";2.637
"682";21541;"Íbúðareign";1979;76;2;"Breiðholt";2.169
"683";30501.9;"Íbúðareign";1993;77.5;2;"Gerðin";4.246
"684";57229.9;"Raðhús";2005;179.1;3;"Grafarvogur";3.343
"685";37625.9;"Íbúðareign";2007;125.5;4;"Hafnarfjörður";2.984
"686";30875;"Íbúðareign";1940;80.3;3;"Miðbær";2.607
"687";22717.5;"Íbúðareign";1970;89.4;3;"Breiðholt";2.272
"688";53804.4;"Raðhús";1979;157.1;4;"Mosfellsbær";3.089
"689";45848.4;"Raðhús";1999;149.5;4;"Mosfellsbær";2.667
"690";28064.4;"Íbúðareign";2004;90;3;"Mosfellsbær";3.016
"691";23286.9;"Íbúðareign";1960;81.2;2;"Gerðin";3.379
"692";21448.7;"Íbúðareign";1930;60.4;2;"Vesturbær";2.686
"693";16872.7;"Íbúðareign";1957;49;3;"Gerðin";3.532
"694";33112.3;"Íbúðareign";2008;99.7;2;"Hafnarfjörður";3.391
"695";25188.8;"Íbúðareign";1924;56.2;2;"Vesturbær";3.485
"696";23393.5;"Íbúðareign";1971;110.6;3;"Breiðholt";1.729
"697";22077.9;"Íbúðareign";1967;91.3;1;"Kópavogur";2.124
"698";29303.3;"Íbúðareign";2011;73;2;"Kópavogur";3.949
"699";34303.1;"Íbúðareign";1952;115.1;5;"Hafnarfjörður";2.818
"700";17550;"Íbúðareign";1959;46.2;1;"Laugarneshverfi/Vogar";3.204
"701";45432.4;"Íbúðareign";1959;129.4;3;"Laugarneshverfi/Vogar";3.174
"702";26146.9;"Íbúðareign";1986;87.4;2;"Kópavogur";2.656
"703";21613.8;"Íbúðareign";2004;62.7;1;"Kópavogur";2.891
"704";66281.8;"Raðhús";1968;181.7;4;"Fossvogur";3.239
"705";27170;"Íbúðareign";2004;101.9;3;"Hafnarfjörður";2.721
"706";44525;"Raðhús";1987;144.5;2;"Grafarvogur";2.931
"707";33662.2;"Íbúðareign";1986;76.9;1;"Miðbær";3.199
"708";27514.5;"Íbúðareign";1994;79.7;2;"Grafarvogur";3.46
"709";32956.3;"Íbúðareign";1996;88.5;2;"Kópavogur";3.118
"710";46927.4;"Íbúðareign";2011;104.5;2;"Kópavogur";4.166
"711";30400.5;"Íbúðareign";2007;102.6;2;"Kópavogur";2.686
"712";18500.3;"Íbúðareign";1979;54.1;1;"Kópavogur";3.229
"713";34903.7;"Íbúðareign";2007;92.8;2;"Kópavogur";3.137
"714";82624.1;"Einbýlishús";2006;279.4;6;"Kópavogur";2.423
"715";24528.4;"Íbúðareign";1900;77;2;"Miðbær";1.949
"716";38495.6;"Íbúðareign";1967;138.4;3;"Háaleiti";2.301
"717";30399.2;"Íbúðareign";1993;70;1;"Breiðholt";3.076
"718";23660;"Íbúðareign";1960;83;2;"Laugarneshverfi/Vogar";2.801
"719";28064.4;"Íbúðareign";1991;69.6;1;"Fossvogur";3.248
