	668	670	686	691	695	697	702	723	729	735	736	738	762	774	788	794	795	821
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
891		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1800	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3447	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3452	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3697	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6246	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6657	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7153	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7535	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8613	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9489	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10863	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11525	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
12335	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12704	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13478	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15030	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15212	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16364	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17257	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
17373	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
18573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
