	196	198	205	231	238	248	260	265	294	319	320	321	377	411	423	446	449	455
2458	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3184	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4522	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5944	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8936	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9393	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9681	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10213	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
11038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13242	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13293	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13887	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15013	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15649	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15990	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16022	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
16391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16611	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
19234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19497	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
