	825	829	830	832	833	856	860	863	865	871	876	886	889	890	894	906	915	917
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
450		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1503	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1996	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2623	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3617	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3756	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4424	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4726	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5788	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7752	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8862	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
11209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11999	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14684	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
