"nrhus"	"nuvirdi"	"ibm2"	"gaedi"
16848	42095.3	89.1	3.996
16849	68529.5	175.7	3.301
16850	38321.4	76	3.627
16851	44850	91.9	4.158
16852	48423.7	115	3.97
16853	47440.9	73.9	3.929
16854	87300.2	237.5	3.602
16855	34836.1	86.5	3.849
16856	29113.5	76.9	3.189
16857	37694.8	106.3	3.331
16858	51604.8	103.2	4.426
16859	48731.8	180.2	2.434
16860	78642.2	190.9	3.786
16861	38857	88.8	3.917
16862	56456.4	120.7	3.171
16863	48014.2	96.4	3.929
16864	30546.1	48.1	3.623
16865	26848.9	70	3.332
16866	22739.6	47.3	3.569
16867	49377.9	81	4.253
16868	138776.3	171.3	4.232
16869	62112.7	132	3.616
16870	26910	51.5	4.162
16871	44370.3	93.5	3.608
16872	63971.7	156.5	3.193
16873	71151.6	119.5	4.156
16874	31765.5	62.9	3.978
16875	66896.7	159.7	3.421
16876	49478	110.6	3.894
16877	40244.1	74.4	3.897
16878	110206.2	238.5	3.982
16879	50824.8	109.4	3.496
16880	31799.3	57.7	4.118
16881	76700	129.3	3.945
16882	62280.4	135.9	4.083
16883	90616.5	210.6	3.829
16884	40194.7	116.5	3.031
16885	48350.9	67.2	3.961
16886	37219	97	3.391
16887	77196.6	235.8	2.906
16888	36388.3	83.3	3.908
16889	39327.6	94.8	3.849
16890	26520	67.9	3.205
16891	32481.8	59.4	4.032
16892	50489.4	127.6	3.459
16893	46131.8	105.8	4.304
16894	55993.6	92.4	3.616
16895	80830.1	188.1	3.814
16896	46745.4	109.2	3.754
16897	45045	90.5	3.721
16898	67033.2	166.1	3.692
16899	65213.2	158.6	3.397
16900	49701.6	108.9	4.019
16901	45342.7	102	3.52
16902	56148.3	129.8	4.047
16903	82033.9	158.3	3.945
16904	65653.9	152.5	3.844
16905	31157.1	83.9	3.522
16906	38987	73	3.641
16907	50139.7	110.4	4.075
16908	45645.6	107.5	4.505
16909	54481.7	107.6	3.927
16910	59420.4	115.4	4.278
16911	46013.5	97.5	4.365
16912	63069.5	115.4	4.63
16913	40428.7	97.3	3.969
16914	60777.6	162.9	3.472
16915	78387.4	153.6	4.475
16916	30270.5	54.8	4.107
16917	51104.3	102.4	4.129
16918	35987.9	68.1	3.761
16919	26640.9	44.1	4.285
16920	35100	86	4.002
16921	57200	137.3	3.817
16922	32364.8	51	3.468
16923	42894.8	87	4.344
16924	73937.5	110.1	4.559
16925	77699.7	190.2	3.968
16926	102094.2	215.6	3.991
16927	36270	103.7	2.904
16928	40381.9	83.3	3.744
16929	29727.1	73.2	3.709
16930	80243.8	227	3.553
16931	53922.7	95	3.849
16932	31292.3	50.3	4.31
16933	55673.8	118.4	4.335
16934	53896.7	130.2	3.371
16935	44144.1	86.5	3.384
16936	41195.7	123.6	2.572
16937	41805.4	83.3	4.032
16938	39998.4	87.6	3.446
16939	66354.6	124.3	4.531
16940	30522.7	51.5	3.532
16941	43127.5	95.8	3.922
16942	51331.8	109	4.564
16943	48560.2	118.4	3.334
16944	27441.7	56.1	3.729
16945	42220.1	103.2	4.083
16946	35149.4	67.7	3.402
16947	87882.6	242.9	2.851
16948	34703.5	84.4	3.093
16949	30764.5	62.8	3.788
16950	36325.9	70.5	3.951
16951	60166.6	119.5	4.857
16952	42003	88.9	4.181
16953	53873.3	140	3.907
16954	59255.3	123.4	4.412
16955	32494.8	106.7	2.3
16956	31809.7	76.3	3.522
16957	37830	78.8	3.675
16958	35669.4	86.4	3.711
16959	58500	165.4	3.519
16960	70678.4	194.3	2.923
16961	35700.6	94.7	3.585
16962	41506.4	92.5	3.639
16963	45240	73.8	4.297
16964	37667.5	60.7	3.318
16965	34021	80.5	4.235
16966	50817	129.5	3.861
16967	72581.6	201.1	3.631
16968	45500	92.1	3.643
16969	55546.4	127.3	3.629
16970	96309.2	198.1	3.901
16971	57915	153.6	3.466
16972	82876.3	178.1	3.578
16973	51555.4	98.5	4.005
16974	62836.8	142.2	4.223
16975	77330.5	149.7	4.187
16976	46165.6	117.6	3.589
16977	56778.8	158.8	3.34
16978	35068.8	112	2.668
16979	65526.5	149.9	3.603
16980	37676.6	86.1	3.744
16981	49117.9	77.4	3.596
16982	47960.9	110.1	3.593
16983	50924.9	84.9	3.594
16984	37744.2	69.8	4.716
16985	44790.2	72.9	4.064
16986	41581.8	92.7	3.722
16987	89544	214.6	4.036
16988	55816.8	113.3	3.36
16989	31346.9	47.6	3.945
16990	37662.3	93.4	4.055
16991	36381.8	73.5	3.895
16992	33113.6	59.2	3.644
16993	72446.4	228.1	2.854
16994	24432.2	48.1	4.342
16995	23260.9	45.3	3.674
16996	82720.3	172.2	4.058
16997	18850	45.2	3.182
16998	36255.7	84	4.183
16999	30148.3	86.6	3.026
17000	34015.8	35.9	3.798
17001	42003	77.8	3.76
17002	41334.8	84.1	3.575
17003	27170	56.4	2.915
17004	49372.7	128.5	3.293
17005	59655.7	119.6	3.693
17006	37025.3	88.2	4.042
17007	42380	62.8	3.766
17008	107372.2	131	3.554
17009	36476.7	96.7	3.399
17010	43254.9	76.1	4.061
17011	37232	46.3	4.321
17012	39598	83.3	3.806
17013	51022.4	88.5	4.024
17014	60789.3	135.1	3.31
17015	50031.8	98.3	3.897
17016	78422.5	218	3.304
17017	54464.8	165	2.958
17018	71098.3	238.8	2.428
17019	28559.7	64.9	3.583
17020	51340.9	109.3	4.133
17021	31200	57.5	3.849
17022	52152.1	105	4.046
17023	60992.1	179.5	2.865
17024	88203.7	166.5	3.923
17025	58277.7	109.7	3.539
17026	67423.2	175.3	3.516
17027	58199.7	59	3.598
17028	33501	75.1	3.919
17029	60919.3	101.7	4.355
17030	42250	84.9	3.85
17031	51717.9	194.3	2.216
17032	107404.7	216.9	4.026
17033	51707.5	106.2	4.314
17034	43911.4	99.8	3.431
17035	44185.7	107.4	4.002
17036	27677	56.5	3.983
17037	40935.7	73.8	4.016
17038	62839.4	105.9	3.703
17039	50381.5	102.7	4.152
17040	38858.3	113.4	3.002
17041	33134.4	108	2.811
17042	38447.5	105.1	3.218
17043	59312.5	112.9	4.252
17044	42113.5	123.5	2.94
17045	32103.5	61.2	4.221
17046	47589.1	108	3.935
17047	35665.5	101	3.035
17048	40133.6	93.2	3.954
17049	77663.3	173	4.064
17050	34795.8	76	3.542
17051	42087.5	115.1	3.688
17052	38465.7	75.2	3.875
17053	38340.9	84.3	4.412
17054	27990.3	78.2	3.191
17055	39176.8	94.2	3.66
17056	71921.2	145	3.516
17057	36602.8	93.1	3.366
17058	46913.1	59.1	3.772
17059	30280.9	78.1	3.553
17060	40323.4	100.3	3.569
17061	52674.7	89.4	4.781
17062	40446.9	94.2	3.84
17063	54732.6	100.4	3.82
17064	26299	52	4.15
17065	45145.1	119	3.226
17066	30269.2	56.7	3.155
17067	55268.2	106.2	3.49
17068	43469.4	110.2	4.149
17069	31915	98.2	2.526
17070	44146.7	101.4	3.729
17071	114276.5	142.4	3.749
17072	55827.2	117.6	3.882
17073	59781.8	107.8	3.955
17074	57729.1	107	4.104
17075	42733.6	89.4	4.329
17076	39000	70.5	3.828
17077	71360.9	110.5	3.682
17078	88956.4	147.2	4.008
17079	53511.9	115.4	3.617
17080	45500	116.8	3.392
17081	37022.7	96.8	3.77
17082	49327.2	131.8	3.393
17083	31840.9	66.3	4.242
17084	34414.9	69.8	4.243
17085	32085.3	60.4	3.408
17086	37722.1	85.1	3.408
17087	47149.7	82.4	4.239
17088	26525.2	69.5	3.194
17089	64764.7	148.8	3.838
17090	37412.7	101.1	3.11
17091	37016.2	75.1	4.004
17092	40121.9	98.3	3.045
17093	54423.2	117.6	3.671
17094	23497.5	38.8	3.701
17095	42645.2	77	3.818
17096	66235	146.8	3.583
17097	66245.4	136	3.432
17098	52581.1	189.6	2.061
17099	36010	77	3.999
17100	38979.2	66.2	4.039
17101	45763.9	142.3	3.229
17102	49076.3	122	3.96
17103	52544.7	167.6	2.962
17104	71147.7	190.6	3.564
17105	35469.2	64.6	3.526
17106	45572.8	95.8	3.881
17107	64454	253.4	2.186
17108	37364.6	83.3	3.766
17109	62953.8	160.7	3.364
17110	33111	77	3.479
17111	104037.7	129.5	3.607
17112	68789.5	270.4	2.302
17113	38355.2	80.4	2.876
17114	76091.6	148.1	3.438
17115	45458.4	100.5	3.731
17116	60489	101.2	3.855
17117	26622.7	79.3	2.759
17118	29192.8	63.9	2.534
17119	30531.8	86.6	2.868
17120	39223.6	95.6	3.64
17121	29723.2	57.2	3.856
17122	48033.7	120.5	3.935
17123	60413.6	122	3.177
17124	43921.8	119	3.463
17125	32944.6	64.2	3.883
17126	58466.2	113.2	3.841
17127	64511.2	121.8	4.283
17128	38864.8	71.5	4.044
17129	89467.3	167.7	4.16
17130	39319.8	87.3	4.089
17131	63753.3	161.6	3.792
17132	136147.7	189.2	3.43
17133	25480	83	2.694
17134	79198.6	150	3.488
17135	60972.6	173.1	3.228
17136	39514.8	102.7	3.058
17137	32485.7	65.9	3.267
17138	64304.5	152.7	3.433
17139	67913.3	83	4.388
17140	98690.8	218.9	3.988
17141	95839.9	163.8	3.568
17142	52170.3	130.7	3.638
17143	44902	95.1	3.787
17144	51785.5	130.7	3.747
17145	45610.5	95.1	3.864
17146	43063.8	113.4	3.536
17147	43110.6	77.7	4.276
17148	38994.8	71.1	4.015
17149	32108.7	74.4	3.29
17150	56717.7	122	3.913
17151	35534.2	102	3.397
17152	62840.7	166.7	3.37
17153	42533.4	87	3.558
17154	57119.4	110.6	3.978
17155	49311.6	106.4	3.623
17156	70008.9	176.1	3.506
17157	29740.1	66.1	3.415
17158	30018.3	55.3	3.618
17159	48100	95.6	3.998
17160	81645.2	166.2	4.589
17161	94315	147.8	4.223
17162	84623.5	182.5	3.713
17163	33053.8	60	4.083
17164	60478.6	56	4.093
17165	38972.7	89.2	3.534
17166	45303.7	93.5	3.488
17167	103857	213.7	3.694
17168	56400.5	134	3.861
17169	25877.8	57.9	3.574
17170	68088.8	142.8	4.124
17171	58463.6	109	3.592
17172	30648.8	55.9	3.467
17173	46702.5	107.2	4.375
17174	43638.4	61.3	3.479
17175	43243.2	72.7	3.952
17176	54044.9	107.6	3.805
17177	50363.3	110.5	3.509
17178	47862.1	98.4	3.552
17179	53017.9	112.3	3.049
17180	53203.8	160.5	2.502
17181	36894	60.9	3.996
17182	32481.8	67.8	3.821
17183	54330.9	149.3	3.076
17184	37534.9	106.7	2.774
17185	41996.5	99.1	3.522
17186	47405.8	95.2	3.549
17187	64144.6	139.8	3.815
17188	64361.7	241.4	2.319
17189	37026.6	69	3.604
17190	40227.2	77.6	3.605
17191	63510.2	139.7	4.102
17192	59647.9	90.3	4.763
17193	43271.8	60.7	3.455
17194	59363.2	152.3	3.353
17195	41961.4	88.9	3.828
17196	43875	112.4	3.867
17197	33780.5	95.5	3.088
17198	43317.3	95.5	4.189
17199	63646.7	166.8	3.117
17200	59465.9	96	4.394
17201	62938.2	141.2	4.025
17202	59371	148.9	3.434
17203	37554.4	85.5	3.469
17204	30607.2	77.1	2.936
17205	48075.3	84.9	3.649
17206	46900.1	82.8	3.559
17207	23398.7	55.2	3.036
17208	49054.2	138.8	3.004
17209	45025.5	102.7	4.302
17210	38339.6	75.2	3.399
17211	35713.6	95.7	3.379
17212	33616.7	66.7	3.535
17213	37277.5	105.2	2.975
17214	36380.5	80	3.724
17215	44796.7	101.7	3.851
17216	49571.6	101.7	3.616
17217	55562	103.1	3.789
17218	91000	175.9	3.587
17219	49520.9	121.4	3.49
17220	38161.5	80.2	3.995
17221	76654.5	95.8	4.179
17222	38160.2	73.2	3.96
17223	30498	65.9	3.493
17224	69477.2	120.5	3.477
17225	37523.2	75.2	3.583
17226	43504.5	93.9	4.102
17227	74527.7	158.6	3.846
17228	61713.6	120.9	4.64
17229	35477	58.7	4.238
17230	64946.7	100.9	4.54
17231	41529.8	96	3.755
17232	29660.8	44.9	3.465
17233	35176.7	92.4	3.581
17234	39956.8	92.9	3.389
17235	36241.4	103	3.197
17236	34734.7	91.5	3.458
17237	37570	84.2	3.37
17238	40223.3	88.8	3.501
17239	38084.8	71.1	4.273
17240	49584.6	106.8	3.715
17241	37533.6	74.1	3.925
17242	33772.7	77.7	4.153
17243	31164.9	77.6	3.296
17244	70760.3	171.6	3.304
17245	68954.6	99.2	3.754
17246	57746	98.4	4.085
17247	37359.4	75.2	3.542
17248	41223	91.7	3.898
17249	58500	165.4	3.493
17250	58617	119.7	4.062
17251	69592.9	232	2.858
17252	39218.4	92.5	3.209
17253	37356.8	88	2.701
17254	46463.3	127.9	3.253
17255	49314.2	104.6	4.068
17256	45936.8	101.4	4.129
17257	32862.7	66.3	4.162
17258	42857.1	88.3	3.922
17259	24170.9	46.1	3.407
17260	49058.1	97.4	3.405
17261	37018.8	110.3	2.744
17262	61402.9	144.3	3.537
17263	27510.6	50.9	3.605
17264	30637.1	60.4	3.237
17265	39163.8	88	3.993
17266	49766.6	94.9	3.931
17267	41689.7	90.9	4.042
17268	63347.7	100.2	3.955
17269	47836.1	116.2	3.854
17270	34578.7	86.4	3.337
17271	50861.2	118.5	4.051
17272	39672.1	71.2	4.265
17273	37672.7	72	3.962
17274	28724.8	54.1	3.612
17275	24654.5	40.7	2.838
17276	71695	147.8	4.133
17277	46075.9	97	3.837
17278	58172.4	139.8	3.923
17279	36934.3	113.9	2.554
17280	87639.5	198.2	3.763
17281	41538.9	101.7	4.012
17282	63603.8	145.8	3.735
17283	66183	145.1	3.806
17284	46666.1	104.2	3.915
17285	41590.9	94.8	3.578
17286	119939.3	297.9	3.418
17287	35081.8	70.2	3.728
17288	65426.4	153	3.325
17289	36072.4	63.4	3.92
17290	37516.7	44.9	4.059
17291	57200	109.1	3.167
17292	53822.6	125.9	3.427
17293	42567.2	98.7	3.949
17294	58351.8	105.5	4.036
17295	90736.1	151.4	4.041
17296	67414.1	145.6	3.499
17297	16153.8	60.3	2.318
17298	42604.9	111.1	3.46
17299	28060.5	96	2.395
17300	23849.8	84.6	2.292
17301	29403.4	100.1	2.613
17302	54629.9	227.3	2.195
17303	30308.2	118.6	2.322
17304	34586.5	132.8	3.217
17305	61100	215.9	2.509
17306	121218.5	196.5	3.967
17307	44335.2	138.6	2.856
17308	16485.3	47	2.765
17309	51857	141.6	2.426
17310	31200	113.6	2.336
17311	18172.7	60.7	2.476
17312	19904.3	60.7	2.888
17313	23319.4	86.7	2.662
17314	21951.8	62.5	2.988
17315	62537.8	151.8	3.649
17316	36467.6	124.1	2.873
17317	26260	92.7	2.306
17318	65566.8	225.6	2.665
17319	30979	86.7	3.622
17320	102073.4	228.7	4.433
17321	44259.8	128.6	2.921
17322	59142.2	228.4	2.126
17323	18825.3	66.8	2.614
17324	22425	97.6	1.88
17325	19637.8	63.3	2.931
17326	49952.5	182.5	1.673
17327	26200.2	99.7	2.47
17328	54584.4	148	2.953
17329	24388	80.5	2.949
17330	32500	87.8	3.339
17331	17374.5	57	1.751
17332	16575	47.6	3.159
17333	29144.7	91.2	2.549
17334	38725.7	115.8	2.902
17335	39000	115.8	3.025
17336	29797.3	102.7	2.825
17337	32500	130.7	2.11
17338	38051	124.7	2.719
17339	35556.3	103.9	2.783
17340	27669.2	85.6	3.03
17341	32189.3	103.3	2.59
17342	15918.5	59.1	2.29
17343	30713.8	92.3	2.898
17344	19227	74	2.254
17345	30877.6	91.9	2.983
17346	51932.4	141.7	3.338
17347	23202.4	83	2.784
17348	32052.8	113	2.57
17349	23561.2	52.5	3.558
17350	21299.2	85.7	2.261
17351	34019.7	93.4	3.485
17352	21411	46.1	3.011
17353	24050	97.3	2.179
17354	26640.9	87	3.315
17355	29829.8	98.7	2.775
17356	57826.6	150	3.361
17357	24115	75.2	2.734
17358	16250	43.5	3.222
17359	27281.8	70.8	3.638
17360	33854.6	94.8	3.177
17361	32701.5	88.8	3.256
17362	31443.1	104.1	2.564
17363	27513.2	101.8	2.606
17364	41278.9	156.5	2.454
17365	34385	115.9	2.857
17366	26881.4	88.2	2.561
17367	38837.5	128	2.402
17368	51066.6	136.1	3.107
17369	30919.2	109	2.964
17370	24745.5	78.2	3.349
17371	23091.9	91.1	2.06
17372	24011	80.5	2.874
17373	39000	116.7	3.062
17374	53268.8	175.2	2.738
17375	23692.5	88.4	2.505
17376	26049.4	88.4	2.481
17377	48157.2	127.2	3.142
17378	29181.1	90.6	2.869
17379	26951.6	85.5	2.966
17380	26859.3	115.1	1.932
17381	17884.1	79.4	2.002
17382	39326.3	159.1	2.335
17383	31115.5	105.6	2.783
17384	89185.2	351.3	2.083
17385	29209.7	92.1	2.891
17386	24050	73.2	2.998
17387	25972.7	84.1	3.061
17388	22064.9	64.9	4.136
17389	38331.8	107.7	3.046
17390	29819.4	88.2	2.113
17391	24745.5	81.4	2.871
17392	39789.1	117.7	3.403
17393	24050	93.4	2.095
17394	27378	94.7	2.332
17395	44365.1	140.5	2.967
17396	31779.8	103.3	2.966
17397	30286.1	133.9	2.249
17398	82949.1	184.4	3.049
17399	29484	108.5	2.647
17400	34996	113.7	2.975
17401	68357.9	195.2	3.007
17402	38660.7	168.7	1.8
17403	29012.1	93.6	2.789
17404	25555.4	84.9	2.955
17405	47141.9	121.5	3.423
17406	45500	151.9	2.471
17407	47097.7	136.9	3.396
17408	40732.9	190.9	2.374
17409	49294.7	113.6	3.067
17410	28540.2	90.5	2.636
17411	25832.3	105.6	1.947
17412	32021.6	128.6	2.133
17413	26984.1	80	3.138
17414	21906.3	73.7	2.765
17415	25669.8	94.1	2.755
17416	61681.1	172.6	3.986
17417	24394.5	96.3	2.278
17418	56401.8	161.5	3.37
17419	31094.7	102.7	2.765
17420	40606.8	119.7	2.473
17421	74106.5	181.1	3.893
17422	66978.6	167.6	3.869
17423	17382.3	56	3.151
17424	33696	154.4	2.082
17425	50577.8	152	2.806
17426	25662	80.5	2.68
17427	22750	69.3	3.113
17428	35019.4	141.3	2.29
17429	19500	69.9	2.275
17430	55619.2	202.9	2.534
17431	27926.6	94.1	2.689
17432	21431.8	65.3	2.638
17433	45189.3	112.4	3.64
17434	63628.5	164.5	3.388
17435	66523.6	219.5	2.818
17436	54867.8	160.2	2.829
17437	18427.5	89.2	1.976
17438	21170.5	77.6	2.314
17439	43932.2	165.6	2.268
17440	20168.2	108	1.611
17441	15320.5	58.8	2.017
17442	22670.7	76.6	2.919
17443	30170.4	88.4	3.357
17444	40300	137.7	2.165
17445	123754.8	289.6	3.691
17446	17694.3	53.3	2.778
17447	18200	48.9	2.508
17448	36254.4	73.2	3.324
17449	45819.8	178.2	2.226
17450	28841.8	89.4	2.87
17451	51344.8	126.2	3.703
17452	24035.7	75.2	2.762
17453	26900.9	84.1	3.561
17454	32293.3	110.1	3.463
17455	40300	95.2	3.362
17456	39707.2	157.7	2.316
17457	18419.7	66.4	2.667
17458	17765.8	59.6	2.784
17459	60304.4	239.9	2.074
17460	26325	108.5	2.084
17461	33670	112.4	2.658
17462	28330.9	81.9	3.942
17463	28550.6	100.9	2.246
17464	58009.9	125.4	3.967
17465	40218.1	169.5	2.064
17466	45282.9	136.4	2.637
17467	19237.4	76.5	2.143
17468	19336.2	57.2	3.375
17469	30355	109.8	2.549
17470	15514.2	64.1	2.067
17471	45802.9	135.9	2.865
17472	67237.3	205.6	2.703
17473	10010	37	2.423
17474	26071.5	88.4	2.733
17475	26653.9	87	2.906
17476	23875.8	65.5	2.337
17477	20624.5	117.7	1.461
17478	26000	95.6	3.14
17479	21060	95.8	1.875
17480	13910	47.1	2.629
17481	22154.6	66	2.353
17482	66943.5	235	2.587
17483	15550.6	50.5	2.748
17484	42650.4	84.2	3.066
17485	33326.8	120.2	2.347
17486	15167.1	78.1	1.696
17487	34749	106.6	3.082
17488	73639.8	187.3	3.759
17489	23255.7	71.1	3.068
17490	26868.4	92.5	2.539
17491	24541.4	76.7	2.373
17492	15592.2	56.5	2.278
17493	24033.1	83	2.548
17494	30010.5	111	2.895
17495	52293.8	189.4	2.797
17496	29663.4	119.4	2.228
17497	62051.6	134.5	4.23
17498	21812.7	75	2.523
17499	20046	71.6	2.509
17500	32432.4	86.5	3.271
17501	29829.8	119.8	2.141
17502	55801.2	137.5	3.899
17503	35633	122.6	2.585
17504	36232.3	78.8	2.751
17505	19974.5	61.4	3.02
17506	47409.7	156.6	2.755
17507	32388.2	105.4	2.738
17508	33800	132.7	2.55
17509	34139.3	138.8	2.524
17510	20905.3	63.5	2.964
17511	68322.8	213.7	2.798
17512	35880	113.8	2.652
17513	42789.5	154.4	2.764
17514	31768.1	112.1	2.668
17515	27281.8	85.9	2.729
17516	34685.3	100.5	2.544
17517	31003.7	106.4	2.467
17518	66089.4	211.3	2.639
17519	24415.3	103.7	1.932
17520	28511.6	96.4	2.509
17521	33181.2	104.4	3.114
17522	37616.8	108.9	3.119
17523	30998.5	46.6	4.306
17524	23270	86.5	2.217
17525	19338.8	69.5	2.635
17526	18833.1	49.2	2.68
17527	23775.7	62.9	3.955
17528	41852.2	117.8	4.059
17529	27263.6	78.6	2.955
17530	26835.9	87.6	3.053
17531	25714	80	3.004
17532	22100	67.6	2.844
17533	23390.9	59.4	3.493
17534	19225.7	66.6	2.6
17535	128915.8	316.6	2.402
17536	49961.6	138.7	3.062
17537	21247.2	87.6	1.973
17538	66891.5	172.6	3.662
17539	37692.2	129.2	2.311
17540	19656	66.3	2.783
17541	23996.7	77.6	1.773
17542	32455.8	105.8	2.533
17543	26640.9	96.8	2.369
17544	16120	81.3	1.652
17545	20200.7	62.5	2.749
17546	34673.6	89.4	3.344
17547	17940	51.1	3.02
17548	26821.6	84.8	2.575
17549	32945.9	120.2	2.33
17550	25365.6	86.1	2.917
17551	32793.8	89.4	2.834
17552	28932.8	124.8	2.067
17553	20775.3	58.6	3.799
17554	24187.8	87.7	2.633
17555	34481.2	109.9	2.651
17556	31934.5	122	2.483
17557	22724	91.7	2.208
17558	23654.8	91.6	2.638
17559	30912.7	90.4	3.073
17560	26936	93.5	2.81
17561	25000.3	89.5	2.324
17562	29318.9	90.7	2.923
17563	22701.9	54.1	4.072
17564	26325	94.4	1.903
17565	75836.8	137.1	3.707
17566	27914.9	82.8	2.307
17567	25929.8	108.2	2.153
17568	28581.8	87.9	4.208
17569	52000	94.8	3.029
17570	23284.3	102.6	2.287
17571	31691.4	110.5	2.482
17572	27168.7	95.6	2.879
17573	21236.8	90.9	1.846
17574	21001.5	51.9	3.389
17575	51877.8	138.3	3.758
17576	22696.7	83.3	2.831
17577	21152.3	92.6	2.105
17578	48690.2	152.7	2.867
17579	26107.9	113.9	2.233
17580	29487.9	113.9	2.456
17581	38060.1	122.8	2.729
17582	43882.8	126.8	2.502
17583	30696.9	116.2	2.218
17584	27240.2	87	2.786
17585	21858.2	107	1.704
17586	42467.1	240.8	1.397
17587	24050	64	2.713
17588	23140	82.3	1.647
17589	26848.9	87	2.99
17590	24541.4	73	2.288
17591	23580.7	93.4	2.371
17592	36107.5	138.3	2.641
17593	20614.1	56.2	3.372
17594	33690.8	119.5	2.826
17595	14168.7	56.5	2.833
17596	19500	78.1	2.074
17597	44028.4	113.2	3.296
17598	25964.9	75.6	2.956
17599	28498.6	106.9	2.229
17600	57072.6	183.4	2.121
17601	32141.2	91.4	3.105
17602	21060	79.8	2.431
17603	31761.6	85.6	3.383
17604	7862.4	28.2	2.453
17605	20081.1	72.2	2.088
17606	15587	44.4	2.986
17607	25447.5	79.5	2.575
17608	68819.4	170	3.69
17609	25350	91	2.656
17610	39382.2	148	1.961
17611	39631.8	112.5	3.944
17612	18584.8	68.3	2.161
17613	25025	74.5	2.192
17614	44222.1	172.3	2.916
17615	32267.3	105.2	3.037
17616	44808.4	108.9	3.912
17617	31532.8	100.9	2.744
17618	27129.7	68	3.487
17619	26829.4	90.4	2.533
17620	21537.1	67	2.854
17621	34938.8	122.8	2.418
17622	26780	95.6	2.734
17623	31649.8	105.5	2.483
17624	25860.9	102	2.334
17625	28600	63.8	3.523
17626	24758.5	84.9	2.92
17627	41572.7	120.9	2.848
17628	28600	88.6	2.73
17629	30657.9	98.6	2.992
17630	25673.7	96.2	2.211
17631	40201.2	119.9	3.002
17632	89932.7	214	4.023
17633	21435.7	66.5	2.241
17634	30271.8	84.1	2.927
17635	17919.2	57.7	2.974
17636	26349.7	61.1	2.797
17637	46680.4	117	3.851
17638	16452.8	50.7	2.774
17639	29484	106	2.616
17640	51759.5	119.8	3.963
17641	45549.4	140	2.855
17642	55864.9	181.4	2.795
17643	50768.9	145	3.172
17644	50519.3	160.8	3.028
17645	37473.8	149.2	2.399
17646	23609.3	89.2	2.307
17647	35001.2	117	3.037
17648	24713	87.7	2.673
17649	19110	58.1	2.088
17650	17912.7	90.8	1.807
17651	14160.9	56.8	2.047
17652	21886.8	65.5	2.7
17653	23166	83.6	2.323
17654	79378	236.6	2.838
17655	19760	57.4	3.222
17656	25272	110.5	2.64
17657	26260	91.2	2.721
17658	26906.1	88.2	2.73
17659	36839.4	127.6	2.466
17660	31129.8	84	3.653
17661	31128.5	80	3.429
17662	31063.5	109.8	2.693
17663	20593.3	62.5	2.756
17664	22694.1	76.2	2.725
17665	17421.3	73	2.033
17666	46558.2	94.5	3.902
17667	65270.4	223.3	2.467
17668	21704.8	89.3	1.818
17669	34435.7	121.4	2.421
17670	22963.2	70.9	2.698
17671	25840.1	83.1	2.535
17672	40137.5	131	3.928
17673	44938.4	133.9	3.046
17674	29484	112.4	2.248
17675	25342.2	114	2.058
17676	50440	178.7	2.691
17677	36862.8	165	2.17
17678	120712.8	307.3	3.23
17679	29889.6	105.3	2.369
17680	45964.1	136.8	3.397
17681	20274.8	78	2.277
17682	40994.2	121	2.661
17683	36818.6	120.7	2.66
17684	17565.6	79.3	1.565
17685	31840.9	60.4	3.425
17686	29695.9	101.1	1.898
17687	42474.9	117.8	3.29
17688	61445.8	178.4	3.188
17689	53206.4	147.3	2.902
17690	41882.1	124.7	2.688
17691	23132.2	66.5	3.446
17692	48031.1	133.8	3.103
17693	17995.9	49.8	2.976
17694	23743.2	77	2.295
17695	22348.3	67.8	2.973
17696	25166.7	101.6	1.881
17697	47266.7	150.2	2.73
17698	36150.4	103.6	2.236
17699	22530.3	75.9	2.663
17700	20130.5	62.3	3.251
17701	43422.6	122.1	3.362
17702	50008.4	166.3	2.46
17703	21426.6	91.9	2.271
17704	19060.6	69.9	2.426
17705	34320	95.3	3.876
17706	18574.4	58.5	2.948
17707	21645	79.4	2.26
17708	29250	92.8	3.953
17709	25607.4	57.8	3.15
17710	37650.6	120	2.914
17711	18488.6	53.9	2.7
17712	41515.5	136.4	2.909
17713	64793.3	192.7	2.907
17714	26390	80.3	3.664
17715	27586	95.4	2.803
17716	28628.6	80.3	3.126
17717	45276.4	160.2	2.459
17718	13335.4	43.9	2.469
17719	54388.1	169.2	3.56
17720	21758.1	79.4	2.754
17721	52049.4	130	3.227
17722	38454	175.5	2.006
17723	20350.2	62.1	2.924
17724	21074.3	80.2	2.508
17725	20527	77.4	2.128
17726	26195	111.7	1.935
17727	22597.9	64.7	3.355
17728	21426.6	68	2.614
17729	65520	183.9	3.333
17730	24817	108	2.097
17731	88268.7	255.2	2.994
17732	24219	97.4	1.955
17733	25331.8	79.8	3.105
17734	31002.4	75.6	3.579
17735	31770.7	104	2.749
17736	28858.7	54	3.641
17737	49848.5	265.2	1.586
17738	25964.9	101	2.209
17739	28323.1	80.8	3.111
17740	81984.5	220.9	3.056
17741	31055.7	118.5	2.251
17742	34803.6	130.7	2.631
17743	24774.1	94.3	2.343
17744	19810.7	69.9	2.478
17745	24389.3	83.9	2.637
17746	29871.4	90	2.904
17747	54879.5	160.4	2.604
17748	29586.7	136.2	2.399
17749	56522.7	173.4	2.832
17750	155461.8	618.4	2.409
17751	22713.6	58.2	2.385
17752	31003.7	92.8	2.828
17753	43540.9	124.7	2.939
