"nrhus"	"nuvirdi"	"ibm2"	"gaedi"
3480	21231.6	82	2.112
3481	30670.9	83	3.413
3482	58680.7	147	3.637
3483	29186.3	92.5	2.672
3484	63583	166.2	3.329
3485	20660.9	86.8	1.936
3486	33359.3	94.7	3.291
3487	56152.2	187.3	3.739
3488	18999.5	65.2	2.31
3489	46723.3	124.1	3.463
3490	28457	73.1	2.376
3491	21421.4	62.9	2.504
3492	49158.2	163.9	2.738
3493	33511.4	87.2	3.704
3494	27231.1	63.4	3.068
3495	26260	92.2	2.151
3496	29250	101.7	2.447
3497	19228.3	37.4	4.308
3498	40929.2	133.6	2.706
3499	26208	97	2.5
3500	33540	99.5	2.959
3501	36409.1	89.4	3.188
3502	18762.9	59	2.9
3503	67464.8	214.4	2.847
3504	24880.7	90.7	2.616
3505	20832.5	78.2	2.262
3506	51343.5	137.2	3.92
3507	27241.5	89	2.91
3508	54441.4	113.2	3.603
3509	71210.1	177.8	3.835
3510	44885.1	130	2.775
3511	32342.7	89.1	3.268
3512	23024.3	88	2
3513	37830	99.3	3.441
3514	50944.4	103.3	4.18
3515	33134.4	88.7	3.125
3516	27534	92.4	2.881
3517	27842.1	67.2	2.429
3518	58411.6	203.4	2.584
3519	37794.9	86	2.935
3520	34985.6	93	3.548
3521	26158.6	83.2	2.685
3522	50142.3	143.8	3.386
3523	39977.6	110.1	3.726
3524	17763.2	55.5	2.738
3525	42845.4	142.2	2.879
3526	103494.3	323.5	2.472
3527	99750.3	158.7	3.925
3528	99998.6	214.9	4.029
3529	36008.7	122.1	2.736
3530	21416.2	94.2	1.757
3531	56031.3	184.8	2.483
3532	16975.4	51.4	2.606
3533	25327.9	79.8	3.089
3534	55744	134.8	3.837
3535	23394.8	62.3	3.429
3536	24303.5	85.3	2.294
3537	33979.4	93.1	3.425
3538	21957	74.2	2.523
3539	47955.7	214.2	1.964
3540	31070	88.6	2.7
3541	63247.6	127.3	4.023
3542	21746.4	44.1	3.822
3543	32710.6	78.7	3.826
3544	23637.9	68.4	3.319
3545	30347.2	99.1	2.815
3546	22605.7	75.5	2.64
3547	74755.2	218	2.996
3548	25611.3	98.6	2.198
3549	30800.9	69.8	3.507
3550	42187.6	163.6	2.424
3551	30336.8	92.8	3.118
3552	26341.9	86.3	2.764
3553	29902.6	94.5	3.226
3554	31535.4	86.4	3.154
3555	32869.2	119.8	2.416
3556	25350	79.3	2.934
3557	30054.7	72.3	3.784
3558	29997.5	67	2.83
3559	34412.3	119.6	2.454
3560	38538.5	97.9	3.718
3561	22214.4	60	3.568
3562	42169.4	100	3.772
3563	24654.5	91.6	2.504
3564	59410	160.4	2.429
3565	33641.4	95.7	3.06
3566	61009	147.2	3.943
3567	44080.4	156.9	2.829
3568	33670	63.7	4.212
3569	65527.8	182.6	3.387
3570	33395.7	94.7	3.13
3571	34593	107.6	2.361
3572	26520	59	4.164
3573	26860.6	73	3.187
3574	34344.7	94.9	2.955
3575	35058.4	104.4	2.469
3576	31977.4	71.2	2.698
3577	84500	196	3.578
3578	41600	150	2.534
3579	30368	95.2	2.632
3580	37031.8	89.4	3.026
3581	48275.5	137	3.28
3582	39595.4	85.2	2.927
3583	20800	87.2	2.106
3584	25116	90.8	2.416
3585	52356.2	125.7	3.886
3586	25226.5	68.4	3.203
3587	32761.3	87.4	3.477
3588	26309.4	79.7	3.728
3589	54259.4	184.3	2.622
3590	29120	95.8	3.849
3591	17225	82.1	1.808
3592	31021.9	72.1	2.407
3593	17225	80.7	1.744
3594	36475.4	77.1	4.217
3595	30810	74.4	3.956
3596	96401.5	177.1	3.736
3597	26154.7	89.5	2.659
3598	43452.5	151.4	2.48
3599	26245.7	95.3	2.215
3600	58825	205.6	2.388
3601	22172.8	69.8	3.278
3602	34944	90.4	3.756
3603	67236	131.4	4.32
3604	46762.3	163.5	2.777
3605	20109.7	45.5	3.937
3606	25314.9	62.5	3.015
3607	34928.4	122.7	2.922
3608	56026.1	193.3	2.308
3609	28600	70.6	2.707
3610	22683.7	53.1	4.118
3611	61818.9	197.6	2.066
3612	39367.9	101.8	3.212
3613	50597.3	115.9	3.823
3614	29656.9	86	3.476
3615	30444.7	81.9	3.611
3616	26782.6	77.8	2.492
3617	34366.8	117.8	2.711
3618	35090.9	99.5	3.096
3619	31050.5	84.8	2.949
3620	34282.3	84.6	2.992
3621	45379.1	108.7	4.037
3622	21776.3	78.3	2.313
3623	32217.9	96.7	3.261
3624	35722.7	98.1	3.001
3625	52847.6	188.8	2.313
3626	26594.1	92.5	2.485
3627	14522.3	45.9	1.92
3628	83644.6	128.8	4.13
3629	30456.4	81.6	3.21
3630	42229.2	94	3.474
3631	27288.3	107.9	2.363
3632	39941.2	104.5	2.831
3633	32059.3	72.2	3.198
3634	50519.3	179.5	2.729
3635	27779.7	80.1	2.923
3636	33800	101.4	3.412
3637	28641.6	91.7	2.969
3638	74040.2	154.4	3.267
3639	32037.2	99.8	2.651
3640	32043.7	99.9	3.053
3641	26317.2	63	3.766
3642	29872.7	83.2	3.612
3643	37684.4	107.8	3.211
3644	44310.5	109.2	3.371
3645	52055.9	114	3.943
3646	25360.4	86.6	2.452
3647	31505.5	92.7	3.253
3648	31696.6	72.5	3.962
3649	28800.2	64.2	3.888
3650	28876.9	82.4	3.157
3651	36454.6	79	2.723
3652	34294	84.3	2.307
3653	28581.8	80.7	2.594
3654	63161.8	193.9	2.93
3655	29612.7	87.1	3.224
3656	31723.9	89	2.534
3657	34121.1	121.1	2.722
3658	40414.4	107.8	3.297
3659	25438.4	110	1.984
3660	38277.2	103.9	3.609
3661	20618	47	3.568
3662	19149	65.5	2.92
3663	22601.8	65	3.262
3664	21450	65	2.815
3665	55582.8	154.9	2.959
3666	27409.2	80.1	2.93
3667	28349.1	59.3	3.508
3668	30267.9	62	3.554
3669	30642.3	62	3.246
3670	28817.1	59.3	3.468
3671	28505.1	59.3	3.319
3672	40950	169.4	1.947
3673	25803.7	70.7	3.212
3674	36738	118.2	2.96
3675	30487.6	76	3.82
3676	17940	75.4	2.613
3677	22100	80.9	2.291
3678	47892	136	3.429
3679	33150	106.7	2.892
3680	28715.7	61.5	3.132
3681	37376.3	110.8	3.053
3682	64516.4	148.1	3.84
3683	54502.5	121.8	3.108
3684	18720	64.7	2.099
3685	37352.9	71.1	4.702
3686	52279.5	119.4	3.51
3687	31590	86.4	3.211
3688	86330.4	119.3	3.529
3689	17535.7	58.8	2.558
3690	69286.1	128.5	3.928
3691	36012.6	96.3	3.378
3692	22349.6	65.9	3.323
3693	45336.2	127.5	3.687
3694	26421.2	51.7	3.473
3695	45394.7	152.8	2.536
3696	30550	52.8	3.422
3697	38313.6	106	2.313
3698	33762.3	93.6	3.117
3699	29858.4	101.3	2.966
3700	28321.8	65.4	3.596
3701	19490.9	55.8	3.472
3702	24923.6	111	2.224
3703	52817.7	157.8	2.771
3704	42588	103.5	3.887
3705	23034.7	55	2.792
3706	44298.8	164	2.603
3707	31697.9	93	3.017
3708	65486.2	146.3	3.829
3709	63050	139.9	3.836
3710	26900.9	92.7	2.441
3711	37338.6	158.5	2.129
3712	44363.8	130.2	3.361
3713	46745.4	130.2	2.938
3714	40899.3	103	3.493
3715	36484.5	120.1	2.568
3716	74907.3	185.4	3.781
3717	22804.6	79.1	2.566
3718	68088.8	184.9	3.348
3719	27634.1	68.1	3.531
3720	31276.7	96.5	2.736
3721	31075.2	80.1	3.628
3722	37050	96	3.61
3723	18734.3	51.5	3.264
3724	20246.2	77.7	2.053
3725	41563.6	96	3.019
3726	38911.6	109.9	3.095
3727	51842.7	168.4	2.684
3728	19627.4	61.2	2.83
3729	43150.9	102.6	3.2
3730	32988.8	90.7	3.242
3731	59514	129.6	3.963
3732	59384	154.2	3.516
3733	33729.8	91.1	2.532
3734	32692.4	105.1	3.035
3735	70469.1	208.2	2.916
3736	46507.5	144.3	2.931
3737	73047	184.2	3.571
3738	33291.7	103.5	2.945
3739	28282.8	102.7	2.661
3740	27573	92.6	2.745
3741	44838.3	120.7	3.553
3742	58888.7	189.3	3.081
3743	39713.7	133.8	2.622
3744	27300	104	2.438
3745	25831	83.6	2.886
3746	34951.8	77.1	3.149
3747	25149.8	59.3	2.449
3748	69728.1	178.4	3.474
3749	29793.4	97	2.575
3750	25862.2	76.8	3.242
3751	57354.7	177.3	2.663
3752	26362.7	89.7	2.657
3753	15600	72.7	1.705
3754	30719	96.5	2.931
3755	57566.6	255	2.156
3756	33732.4	96.7	3.367
3757	41688.4	103	3.919
3758	30416.1	104.6	2.647
3759	22837.1	86.8	2.382
3760	40931.8	108	3.553
3761	34117.2	119.3	2.434
3762	66795.3	147.7	3.564
3763	37700	96	3.476
3764	25564.5	79.9	3.111
3765	40068.6	99.3	3.784
3766	18473	57.7	3.109
3767	27445.6	95.6	2.556
3768	29764.8	81.2	3.605
3769	48709.7	113.8	3.931
3770	24989.9	82.5	2.457
3771	97728.8	277.9	3.249
3772	65520	151.5	4
3773	40818.7	96.7	2.847
3774	30495.4	66.4	3.15
3775	24495.9	70.9	3.198
3776	19776.9	58	3.234
3777	37554.4	118.1	3.08
3778	40254.5	109	3.619
3779	51065.3	163	2.478
3780	53621.1	190.8	2.416
3781	68265.6	159.7	3.508
3782	23782.2	96.7	2.066
3783	21450	56	3.515
3784	59234.5	118	3.225
3785	83720	135.2	4.18
3786	46750.6	137.8	2.846
3787	67204.8	128.5	3.351
3788	58389.5	152.6	2.677
3789	27306.5	113.7	2.164
3790	29689.4	78.3	3.88
3791	46763.6	107.2	2.768
3792	24693.5	62.9	4.005
3793	63311.3	179.5	3.534
3794	37616.8	92.7	2.464
3795	51264.2	143.7	3.483
3796	22074	47.9	4.01
3797	41141.1	81.2	4.246
3798	83839.6	234.3	3.144
3799	28610.4	91.9	2.724
3800	38580.1	78.8	4.267
3801	23894	78.8	2.719
3802	22441.9	56	4.107
3803	33139.6	80.7	3.561
3804	30000.1	73.5	2.545
3805	34450	116.6	2.508
3806	20150	55	3.078
3807	25740	57.2	4.187
3808	23686	59.3	3.737
3809	32715.8	66.4	2.747
3810	21739.9	59.1	3.301
3811	27430	85.4	2.953
3812	31565.3	88.9	3.324
3813	37419.2	109.3	2.971
3814	42629.6	116.5	3.169
3815	55571.1	112.7	3.615
3816	23926.5	62.4	3.611
3817	33499.7	88	3.736
3818	24774.1	69.3	2.83
3819	36463.7	98.4	2.287
3820	11174.8	28.2	3.753
3821	43013.1	107.7	2.944
3822	62618.4	254.4	2.018
3823	46754.5	113.8	3.816
3824	26592.8	77.3	3.018
3825	29250	82.1	3.539
3826	119801.5	320	2.535
3827	49171.2	138.9	3.532
3828	31614.7	84.8	3.2
3829	29868.8	100.9	2.487
3830	75155.6	208.4	3.269
3831	98724.6	170.1	4.082
3832	24044.8	67	3.421
3833	40803.1	102.3	2.467
3834	48622.6	219.9	2.155
3835	30594.2	86.8	2.715
3836	76818.3	225.8	2.587
3837	60918	142.2	4.223
3838	26932.1	85.1	2.957
3839	37637.6	108.7	3.141
3840	22014.2	48.2	2.663
3841	35542	101	4.167
3842	47789.3	128.2	3.688
3843	53855.1	139	3.427
3844	38981.8	132.6	2.433
3845	36805.6	122.3	2.689
3846	37326.9	115.4	3.136
3847	27259.7	74.6	3.179
3848	23247.9	75	2.265
3849	24875.5	57.3	3.017
3850	25522.9	89.2	2.653
3851	30902.3	76.8	3.785
3852	40281.8	88.6	2.739
3853	67726.1	89.3	3.772
3854	22090.9	69.2	2.035
3855	40673.1	127.1	2.385
3856	33659.6	87.2	3.522
3857	30469.4	81.6	2.992
3858	36104.9	124.1	2.798
3859	56829.5	173.1	3.736
3860	48081.8	166.1	2.509
3861	31317	85.2	3.264
3862	67203.5	157	3.632
3863	27186.9	100.2	2.348
3864	50720.8	151.9	3.05
3865	23112.7	64.6	3.228
3866	31414.5	94.6	2.813
3867	20150	44	3.166
3868	20462	56	3.015
3869	29101.8	82.5	3.236
3870	24579.1	111.3	1.907
3871	51782.9	87	4.367
3872	29551.6	97.1	2.722
3873	48471.8	139	2.837
3874	48363.9	161.3	2.998
3875	14348.1	43.7	2.988
3876	30777.5	77.8	3.663
3877	44647.2	86.6	3.854
3878	34615.1	81	4.122
3879	76919.7	224.1	2.153
3880	30726.8	89	2.213
3881	29530.8	66.6	3.85
3882	20957.3	82	1.938
3883	31200	87	3.83
3884	28909.4	65.4	4.225
3885	37014.9	93.4	3.383
3886	62307.7	245.2	2.244
3887	34102.9	118.3	2.513
3888	44200	119.5	3.498
3889	43170.4	115.8	3.404
3890	33211.1	98.8	3.298
3891	40011.4	207.8	1.611
3892	37128	129.5	2.461
3893	38207	97.2	3.464
3894	35730.5	100.2	2.913
3895	28150.2	80.4	2.938
3896	26061.1	62.5	3.527
3897	25981.8	89	2.348
3898	13912.6	25.7	3.596
3899	18062.2	55.1	3.023
3900	33920.9	85.8	3.77
3901	19871.8	46.3	3.464
3902	49479.3	136.4	3.395
3903	31184.4	65.4	3.496
3904	18705.7	51.8	3.446
3905	28067	83	2.936
3906	82607.2	181.2	4.103
3907	43449.9	115.7	3.318
3908	36899.2	111.3	2.809
3909	24024	58.7	2.506
3910	31788.9	103.4	3.042
3911	20079.8	67.7	2.64
3912	50191.7	180.6	2.403
3913	42161.6	200	1.843
3914	40391	130.9	4.048
3915	25229.1	74.9	3.009
3916	30743.7	89.2	3.699
3917	48544.6	118.3	2.537
3918	24246.3	70.5	2.867
3919	53938.3	132.3	3.992
3920	22354.8	70.3	2.789
3921	31183.1	87.7	3.577
3922	21854.3	61.2	3.348
3923	39081.9	111.8	3.466
3924	53950	120.9	3.914
3925	42010.8	116.5	3.098
3926	22577.1	55.4	3.4
3927	83070	265.9	2.628
3928	27781	66.3	4.101
3929	34251.1	90.3	3.517
3930	18454.8	48.2	3.663
3931	30030	90.4	2.898
3932	23764	96.6	1.984
3933	26299	97.9	2.336
3934	12675	59.1	1.938
3935	52924.3	120.9	3.685
3936	120477.5	257.9	3.968
3937	28070.9	74.3	3.658
3938	34847.8	91.5	3.535
3939	20395.7	36.6	3.315
3940	51010.7	146	3.201
3941	27288.3	67.5	3.411
3942	18200	62.2	2.353
3943	37918.4	115.5	3.16
3944	32251.7	101.7	2.851
3945	36372.7	120.7	2.876
3946	30490.2	130.5	2.93
3947	51207	143.6	3.082
3948	48055.8	144.9	2.956
3949	30071.6	95.3	3.088
3950	50129.3	138.4	3.072
3951	30178.2	92.3	3.182
3952	23558.6	65.5	4.193
3953	16296.8	65.2	2.158
3954	28207.4	75.2	3.425
3955	34253.7	113.9	2.981
3956	19528.6	55	3.219
3957	22360	68.4	3.385
3958	46386.6	216.8	1.763
3959	59463.3	76.9	3.721
3960	67289.3	183.9	3.56
3961	32760	99.2	3.769
3962	75345.4	194.9	3.431
3963	25420.2	95.3	2.388
3964	47459.1	141.1	2.995
3965	30976.4	92.5	3.012
3966	45958.9	130.3	3.166
3967	51361.7	136.8	3.624
3968	58182.8	191.7	2.858
3969	40227.2	131.1	2.898
3970	19500	65	2.69
3971	24360.7	66	3.246
3972	44998.2	148.1	2.858
3973	24407.5	40.7	3.628
3974	60342.1	175.7	2.941
3975	37690.9	101.4	3.395
3976	18190.9	57.9	3.433
3977	19957.6	70.6	2.44
3978	28551.9	65.3	4.038
3979	32019	69.6	3.719
3980	28551.9	76.1	3.128
3981	36899.2	106	3.231
3982	134702.1	260.8	4.625
3983	54146.3	147	3.407
3984	32432.4	80.1	3.723
3985	31462.6	85.7	3.427
3986	36056.8	105.6	3.581
3987	34067.8	87.5	3.498
3988	28329.6	81.8	3.652
3989	78102.7	139.6	4.601
3990	32760	102.3	2.931
3991	21037.9	76.3	2.597
3992	38685.4	127.9	2.803
3993	36301.2	77.5	2.973
3994	49509.2	111.9	3.471
3995	42680.3	135.3	2.494
3996	45360.9	138	2.395
3997	26026	69.8	3.11
3998	30321.2	88.1	2.195
3999	82182.1	151.5	4.614
4000	30202.9	118	2.301
4001	63960	261.5	2.012
4002	37031.8	84.8	4.25
4003	25740	107.1	2.033
4004	37124.1	109.5	3.295
4005	51712.7	132.3	3.171
4006	84864	219.5	3.595
4007	51366.9	157.5	2.524
4008	42068	116.4	3.256
4009	21938.8	57.6	3.443
4010	18366.4	56.6	2.88
4011	64918.1	128.6	3.144
4012	17915.3	34.3	3.823
4013	26461.5	112.2	1.891
4014	31786.3	92.3	3.115
4015	49186.8	174.4	2.359
4016	51435.8	142.8	3.62
4017	33961.2	104.1	2.721
4018	25303.2	96.1	2.665
4019	43355	116.5	3.686
4020	85759.7	257	2.577
4021	67206.1	157.9	3.653
4022	19812	73.7	2.928
4023	71077.5	185.4	3.202
4024	37570	120.7	4.116
4025	20342.4	50.7	3.866
4026	80194.4	195.6	3.289
4027	49000.9	105.2	4.162
4028	34847.8	73.4	2.848
4029	30462.9	102.7	2.747
4030	57882.5	285	1.858
4031	63733.8	162.2	3.392
4032	40586	109.4	3.506
4033	51525.5	126.7	4.02
4034	58212.7	126.5	3.698
4035	23276.5	58.9	3.341
4036	30613.7	93.4	3.357
4037	25750.4	79.3	2.955
4038	24618.1	52	4.49
4039	29420.3	108.6	2.169
4040	20703.8	62.9	3.368
4041	19442.8	50.5	3.299
4042	51282.4	148.7	3.281
4043	29555.5	94.7	3.059
4044	21565.7	70	2.981
4045	33224.1	106	2.941
4046	24845.6	62.5	3.408
4047	48740.9	119.3	3.773
4048	63107.2	156.3	2.868
4049	28432.3	89.1	4.064
4050	34050.9	106	3.352
4051	27765.4	64	3.525
4052	106527.2	276.6	3.485
4053	47681.4	130.4	3.586
4054	25504.7	100.9	2.272
4055	84886.1	142.6	3.781
4056	64972.7	119.3	3.897
4057	55577.6	262	1.803
4058	26152.1	107	2.053
4059	22640.8	70.7	2.997
4060	85452.9	282.7	3.722
4061	29819.4	87.9	2.945
4062	13327.6	46.6	2.616
4063	20716.8	66.9	2.88
4064	42205.8	161.1	2.554
4065	23097.1	69.5	2.895
4066	22270.3	49.7	3.275
4067	28241.2	69.6	3.825
4068	38261.6	122.7	3.04
4069	33619.3	105.8	3.378
4070	51491.7	170.9	2.703
4071	26695.5	76	2.959
4072	35120.8	83	4.019
4073	32813.3	108.5	2.757
4074	39614.9	116.6	2.991
4075	31965.7	93.1	2.975
4076	49987.6	87.6	3.813
4077	30043	62	3.15
4078	22020.7	77.2	2.233
4079	31044	97.8	3.468
4080	76237.2	59.3	4.235
4081	27648.4	98.8	2.738
4082	28412.8	79.6	3.146
4083	29025.1	97.4	2.622
4084	59625.8	203.5	3.308
4085	28340	92.4	2.967
4086	23350.6	55.7	2.775
4087	54120.3	150.9	3.238
4088	40300	104.2	3.185
4089	31813.6	111.2	2.671
4090	65622.7	166.2	3.844
4091	27908.4	96.9	2.664
4092	28475.2	68.5	4.001
4093	27940.9	76.9	3.831
4094	36229.7	119	2.701
4095	83974.8	180.6	3.912
4096	29617.9	64.9	2.689
4097	36983.7	96.9	3.228
4098	25194	64.6	3.758
4099	23000.9	55.7	2.708
4100	24590.8	94.5	2.106
4101	19962.8	44.1	4.136
4102	21444.8	64.9	2.844
4103	23634	90	2.39
4104	29014.7	89.2	2.095
4105	22256	83.2	2.444
4106	25350	66.2	3.642
4107	24035.7	56.8	2.453
4108	25855.7	57.9	2.791
4109	38777.7	81.4	3.828
4110	36582	140	2.46
4111	19591	79.2	2.334
4112	20582.9	73.2	2.206
4113	30690.4	74.4	2.687
4114	11934	38.9	1.895
4115	32282.9	84.5	3.068
4116	32146.4	90.2	2.974
4117	36197.2	90.6	3.354
4118	35479.6	66.7	3.558
4119	21938.8	63.1	3.113
4120	25669.8	67.7	3.496
4121	24524.5	73	2.853
4122	48072.7	142.5	2.755
4123	37700	77.9	3.488
4124	19445.4	59.8	2.613
4125	33771.4	82	3.438
4126	18200	58.7	2.968
4127	30267.9	92.4	2.72
4128	17858.1	53.6	2.262
4129	39586.3	106.6	3.811
4130	37911.9	80.3	3.175
4131	51710.1	140.2	3.372
4132	25981.8	93.4	2.695
4133	28581.8	111.7	2.43
4134	42351.4	114.4	2.911
4135	51412.4	142.6	3.174
4136	21665.8	84.2	2.032
4137	28135.9	84.9	3.279
4138	36254.4	78	3.048
4139	47680.1	149.1	2.877
4140	26128.7	93.6	2.868
4141	25129	101.4	2.057
4142	30160	76.9	3.522
4143	29751.8	69.6	4.031
4144	26340.6	68.2	3.517
4145	23687.3	64.8	2.47
4146	40976	114.1	3.252
4147	33442.5	120.1	2.7
4148	26232.7	89.9	2.666
4149	26687.7	76.6	3.488
4150	22254.7	61	3.197
4151	24068.2	73.9	3.166
4152	37211.2	89.8	3.478
4153	46276.1	132.5	3.639
4154	30217.2	89.9	3.072
4155	64896	129	3.062
4156	50217.7	126	3.839
4157	40491.1	118.2	3.133
4158	88686	230.8	3.281
4159	25698.4	90	2.545
4160	31137.6	91.4	2.753
4161	19081.4	58.9	2.484
4162	34420.1	100.1	2.695
4163	48272.9	126.9	3.727
4164	35547.2	113.8	2.528
4165	25506	69.1	3.015
4166	50681.8	123.1	4.06
4167	33670	103.2	3.102
4168	43491.5	137.7	2.942
4169	26934.7	113.4	2.406
4170	59538.7	145.1	3.542
4171	23567.7	87.4	2.404
4172	28944.5	112.7	2.477
4173	35063.6	74.9	4.007
4174	25903.8	83.3	2.811
4175	20703.8	67.7	2.845
4176	35070.1	107	2.785
4177	53069.9	153.3	3.23
4178	46450.3	136.7	3.095
4179	27730.3	77.5	3.403
4180	112919.3	293.8	3.588
4181	27197.3	74.1	3.127
4182	47152.3	146.8	1.914
4183	29173.3	75.2	3.123
4184	24421.8	58.6	3.884
4185	63072.1	215	2.788
4186	28462.2	81.4	3.207
4187	30006.6	86.3	3.16
4188	22878.7	82.7	2.265
4189	45563.7	114.2	3.427
4190	33178.6	98.6	2.796
4191	20410	35.5	4.504
4192	64327.9	166.7	2.257
4193	37610.3	136	2.694
4194	56014.4	166	2.865
4195	36162.1	97.6	3.525
4196	32779.5	95.6	3.213
4197	19175	55	3.257
4198	29222.7	73.2	3.874
4199	27236.3	84.2	2.67
4200	27885	112.2	2.07
4201	45398.6	113.6	3.175
4202	53866.8	163.5	3.164
4203	67394.6	251.3	2.393
4204	41397.2	117	2.98
4205	63428.3	202.8	2.6
4206	47343.4	130.2	3.285
4207	26897	94.1	2.455
4208	42136.9	123.4	2.873
4209	48490	142.1	3.342
4210	22846.2	49.1	3.146
4211	30733.3	84.3	3.139
4212	22434.1	77.1	2.597
4213	32500	102.7	2.767
4214	75901.8	159.8	4.083
4215	98641.4	273.4	2.982
4216	30466.8	90.2	2.617
4217	36065.9	122.4	3.751
4218	28910.7	94.2	2.79
4219	37896.3	89.4	3.67
4220	27804.4	77.8	2.966
4221	26156	92.1	2.545
4222	31666.7	73.4	3.899
4223	32147.7	79.9	4.036
4224	26159.9	63.4	3.695
4225	26939.9	63.4	3.512
4226	48306.7	120.8	3.338
4227	23039.9	75.6	2.837
4228	34794.5	74.9	2.77
4229	83540.6	169.2	4.348
4230	34083.4	119.6	2.796
4231	26291.2	94.8	2.27
4232	50005.8	115.9	3.708
4233	47227.7	135.9	2.92
4234	59701.2	143.3	3.592
4235	31413.2	91.9	2.823
4236	21331.7	53.3	3.309
4237	24003.2	68.2	3.474
4238	35100	100.1	3.284
4239	38703.6	117.8	2.717
4240	44822.7	80.8	3.426
4241	25662	82.8	2.881
4242	46159.1	111.4	3.106
4243	134742.4	266.8	3.854
4244	28804.1	96.6	2.877
4245	60621.6	170.4	3.393
4246	26322.4	73.9	3.103
4247	77327.9	138.4	4.198
4248	29996.2	109.6	2.151
4249	27914.9	76.7	2.755
4250	30466.8	99.5	2.424
4251	26514.8	81	2.866
4252	27196	108.2	2.162
4253	30830.8	64	3.178
4254	31469.1	76.1	3.355
4255	44002.4	133.6	2.972
4256	47045.7	112.7	3.941
4257	16289	79.7	1.913
4258	26000	83.7	2.46
4259	53368.9	263	1.918
4260	48647.3	146.6	2.869
4261	25346.1	72.7	2.958
4262	30576	104.6	2.47
4263	27131	86.9	2.528
4264	35765.6	114.1	2.628
4265	27838.2	82.9	2.742
4266	36826.4	101.7	2.837
4267	38610	118.1	2.872
4268	42672.5	137.2	2.868
4269	24936.6	86.1	2.617
4270	43778.8	116.5	3.272
4271	23874.5	88.2	2.204
4272	21742.5	59.1	3.32
4273	58424.6	152.3	3.119
4274	56433	111.2	3.518
4275	19177.6	63.2	2.841
4276	29711.5	103.6	2.338
4277	80624.7	211.3	3.327
4278	75964.2	175.4	3.822
4279	41215.2	109.3	3.122
4280	22072.7	59.2	3.022
4281	56232.8	119.3	2.921
4282	17135.3	65.2	2.138
4283	20178.6	47.9	3.681
4284	41061.8	111	2.268
4285	27249.3	88.3	2.757
4286	25234.3	47.7	3.585
4287	32760	108.1	2.659
4288	54600	147.1	3.711
4289	29772.6	70.2	3.127
4290	29965	57.3	3.455
4291	22687.6	76.5	2.621
4292	48604.4	126.1	3.969
4293	64095.2	181.4	3.427
4294	63830	132.7	3.898
4295	21970	81.6	2.529
4296	29879.2	96.1	2.59
4297	73331.7	153.7	4.216
4298	30834.7	106	2.726
4299	28367.3	77	2.736
4300	23221.9	90.9	2.319
4301	44794.1	103.5	4.062
4302	51500.8	140.6	3.134
4303	88544.3	245	3.152
4304	14136.2	46.9	2.518
4305	41987.4	96.4	2.733
4306	25990.9	103.4	1.875
4307	56521.4	172.2	3.235
4308	35947.6	104.6	3.241
4309	31560.1	93.8	2.88
4310	40886.3	115.1	3.263
4311	30390.1	103.4	2.685
4312	28572.7	79.7	2.303
4313	21418.8	66.9	2.757
4314	48319.7	96.2	4.741
4315	75263.5	245.6	2.536
4316	24547.9	73.5	2.746
4317	56611.1	120.1	4.228
4318	29816.8	109.4	2.594
4319	42008.2	105.6	3.254
4320	23626.2	61.8	3.776
4321	58392.1	141	3.47
4322	113837.1	242.6	4.326
4323	25730.9	97.4	2.542
4324	22727.9	81.7	2.195
4325	39256.1	105.4	3.264
4326	35839.7	113.4	2.731
4327	44645.9	139.9	3.04
4328	54191.8	134.9	3.446
4329	29434.6	65.3	3.824
4330	24680.5	82.4	2.484
4331	17884.1	55.4	2.953
4332	17771	62.5	2.812
4333	34704.8	82.2	4.241
4334	18453.5	54.5	2.108
4335	66024.4	160.6	2.826
4336	35016.8	108	3.121
4337	40674.4	114.6	2.799
4338	27292.2	52.3	3.287
4339	20121.4	58.8	2.96
4340	59879.3	143.6	3.636
4341	32242.6	134.6	2.33
4342	42270.8	119.9	3.432
4343	53067.3	128.1	3.627
4344	49930.4	141.3	3.114
4345	43834.7	134.2	2.846
4346	31721.3	84.9	3.341
4347	33824.7	103.2	2.916
4348	29792.1	75.4	3.355
4349	27751.1	66.1	3.699
4350	53411.8	131.2	3.363
4351	38256.4	85.4	2.819
4352	44931.9	122.7	3.28
4353	38220	112.6	3.289
4354	68590.6	223	2.857
4355	60197.8	146.5	3.784
4356	38220	140.6	2.437
4357	37458.2	162.6	1.973
4358	31181.8	96.6	2.739
4359	24874.2	82.4	2.564
4360	46044.7	133.2	3.11
4361	27627.6	67	2.497
4362	36219.3	85	3.381
4363	86130.2	250.9	2.921
4364	59567.3	138.4	4.212
4365	10390.9	22.8	3.332
4366	48565.4	161.7	2.943
4367	50332.1	168.5	2.534
4368	61508.2	178	3.004
4369	31668	131	2.063
4370	17550	47.7	3.465
4371	31279.3	158.6	1.572
4372	57985.2	139.6	4.144
4373	21222.5	44.1	4.19
4374	22336.6	54.8	3.264
4375	25322.7	73.6	2.801
4376	26627.9	99.4	2.252
4377	28982.2	91	2.851
4378	26334.1	84.4	2.972
4379	26098.8	84.2	2.533
4380	42451.5	145.8	2.689
4381	24672.7	69.7	2.965
4382	32695	85.1	2.276
4383	63590.8	194.6	2.959
4384	75112.7	244.3	2.513
4385	32445.4	78.3	3.667
4386	59662.2	119.9	4.266
