"nrhus"	"nuvirdi"	"teg_eign"	"ibm2"	"matssvaedi"	"gaedi"
"14270"	14270	45689.8	"ibudareign"	100.2	"Mosfellsbaer"	3.686
"14344"	14344	50293.1	"ibudareign"	104.8	"Kopavogur"	3.768
"14746"	14746	40727.7	"ibudareign"	83.3	"Hafnarfjordur"	3.73
"14952"	14952	49299.9	"ibudareign"	119.5	"Kopavogur"	3.812
"15090"	15090	45476.6	"ibudareign"	96.9	"Midbaer"	2.717
"15412"	15412	38799.8	"ibudareign"	73.9	"Kopavogur"	3.656
"15469"	15469	35038.9	"ibudareign"	73.8	"Hafnarfjordur"	3.555
"15679"	15679	31460	"ibudareign"	74.7	"Hafnarfjordur"	3.881
"15820"	15820	40290.9	"ibudareign"	93.1	"Grafarvogur"	3.662
"15830"	15830	37323	"ibudareign"	88.1	"Grafarvogur"	3.822
"15890"	15890	55013.4	"ibudareign"	100	"Vesturbaer"	4.704
"16268"	16268	67559.7	"radhus"	199.8	"Hafnarfjordur"	3.166
"16308"	16308	44149.3	"ibudareign"	119.5	"Kopavogur"	3.252
"16336"	16336	31141.5	"ibudareign"	85.6	"Arbaer"	3.103
"16408"	16408	53348.1	"ibudareign"	85.7	"Kopavogur"	4.009
"16522"	16522	55235.7	"radhus"	116.7	"Gardabaer"	4.343
"16767"	16767	31194.8	"ibudareign"	85.5	"Hafnarfjordur"	3.352
"16867"	16867	49377.9	"ibudareign"	81	"Kopavogur"	4.253
"16963"	16963	45240	"ibudareign"	73.8	"Midbaer"	4.297
"17023"	17023	60992.1	"einbylishus"	179.5	"Gardabaer"	2.865
"17262"	17262	61402.9	"ibudareign"	144.3	"Kopavogur"	3.537
"17326"	17326	49952.5	"Parhus"	182.5	"Midbaer"	1.673
"17349"	17349	23561.2	"ibudareign"	52.5	"Seltjarnanes"	3.558
"17364"	17364	41278.9	"einbylishus"	156.5	"Hafnarfjordur"	2.454
"17447"	17447	18200	"ibudareign"	48.9	"Midbaer"	2.508
"17706"	17706	18574.4	"einbylishus"	58.5	"Hafnarfjordur"	2.948
"17729"	17729	65520	"radhus"	183.9	"Fossvogur"	3.333
"17781"	17781	31590	"ibudareign"	81.9	"Vesturbaer"	3.07
"18056"	18056	50421.8	"ibudareign"	142.1	"Gerdin"	4.014
"18289"	18289	19767.8	"ibudareign"	72.8	"Kopavogur"	2.51
"18382"	18382	34685.3	"ibudareign"	100.2	"Grafarvogur"	3.069
"18802"	18802	51266.8	"Parhus"	132.4	"Grafarvogur"	3.992
"19071"	19071	24494.6	"ibudareign"	73.5	"Grafarholt"	3.089
"19213"	19213	26409.5	"ibudareign"	92.6	"Kopavogur"	2.49
"19504"	19504	58943.3	"ibudareign"	105.9	"Seltjarnanes"	4.779
"19511"	19511	28441.4	"ibudareign"	66	"Gerdin"	4.215
